time_s,step,observation,action_pre_scale
1776933909.735279,88,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.015348204411566257,0.0017299847677350044,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.002247883938252926,-0.006137788761407137,0.00671320641413331,-0.037778086960315704,0.028205128386616707,0.06043956056237221,-0.05238095298409462,-0.01352854073047638,-0.004786481615155935,0.02014652080833912,0.004029304254800081,0.0684981718659401,-0.06195390969514847,-0.006105006206780672,-0.012210012413561344,-0.15482991933822632,2.9465935230255127,1.7874879837036133,-2.0116806030273438,-0.5441679358482361,1.5856988430023193,0.14497387409210205,-2.107032537460327,0.7680862545967102,0.03333988040685654,-1.8254743814468384,0.5441728234291077,0.0,0.0,0.0]","[-0.1518782377243042,2.9485726356506348,1.7867995500564575,-2.014174222946167,-0.5503559708595276,1.5856046676635742,0.14531739056110382,-2.1088171005249023,0.7727841734886169,0.02988506853580475,-1.827554702758789,0.5450903177261353]"
1776933909.754247,89,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,0.004029304254800081,-0.028205128386616707,-0.028205128386616707,-0.036263737827539444,-0.017024679109454155,0.023129688575863838,0.028205128386616707,-0.02014652080833912,-0.012087912298738956,-0.0024585798382759094,0.006105006206780672,-0.012210012413561344,-0.1518782377243042,2.9485726356506348,1.7867995500564575,-2.014174222946167,-0.5503559708595276,1.5856046676635742,0.14531739056110382,-2.1088171005249023,0.7727841734886169,0.02988506853580475,-1.827554702758789,0.5450903177261353,0.0,0.0,0.0]","[-0.15343952178955078,2.951512336730957,1.7930314540863037,-2.0133917331695557,-0.5461195111274719,1.5854147672653198,0.14828062057495117,-2.112577438354492,0.7662873864173889,0.02952481061220169,-1.836657166481018,0.5535187721252441]"
1776933909.773464,90,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009145433083176613,0.0151563985273242,0.001921790768392384,-0.0045806472189724445,6.279293537139893,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,0.013565042987465858,0.004029304254800081,-0.04432234540581703,-0.0860925167798996,-0.012210012413561344,0.006105006206780672,0.012087912298738956,-0.026721980422735214,0.036263737827539444,0.012087912298738956,0.0,-0.006105006206780672,-0.15343952178955078,2.951512336730957,1.7930314540863037,-2.0133917331695557,-0.5461195111274719,1.5854147672653198,0.14828062057495117,-2.112577438354492,0.7662873864173889,0.02952481061220169,-1.836657166481018,0.5535187721252441,0.0,0.0,0.0]","[-0.1532869189977646,2.9528088569641113,1.7935583591461182,-2.0158450603485107,-0.5501793622970581,1.5861196517944336,0.14588703215122223,-2.109543800354004,0.7684994339942932,0.029549121856689453,-1.8334765434265137,0.5517911911010742]"
1776933909.793341,91,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.0015381788834929466,-0.00496425898745656,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,0.028205128386616707,0.004029304254800081,-0.06043956056237221,0.045845359563827515,-0.006105006206780672,-0.02179163694381714,-0.03778675198554993,-0.03779279813170433,-0.028205128386616707,0.12490842491388321,-0.03663003817200661,0.006105006206780672,-0.1532869189977646,2.9528088569641113,1.7935583591461182,-2.0158450603485107,-0.5501793622970581,1.5861196517944336,0.14588703215122223,-2.109543800354004,0.7684994339942932,0.029549121856689453,-1.8334765434265137,0.5517911911010742,0.0,0.0,0.0]","[-0.15615181624889374,2.9493329524993896,1.796369194984436,-2.011741876602173,-0.5348131656646729,1.5871632099151611,0.14501680433750153,-2.1070716381073,0.7603527307510376,0.03561899811029434,-1.8375097513198853,0.5519135594367981]"
1776933909.814120,92,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.014964592643082142,0.0017299847677350044,-0.0045806472189724445,6.279293537139893,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.037545137107372284,0.012087912298738956,-0.004029304254800081,-0.012087912298738956,0.0014350027777254581,0.004670003429055214,0.005310702603310347,0.005316598806530237,-0.028205128386616707,-0.012087912298738956,-0.012210012413561344,0.006105006206780672,-0.15615181624889374,2.9493329524993896,1.796369194984436,-2.011741876602173,-0.5348131656646729,1.5871632099151611,0.14501680433750153,-2.1070716381073,0.7603527307510376,0.03561899811029434,-1.8375097513198853,0.5519135594367981,0.0,0.0,0.0]","[-0.15348608791828156,2.951434373855591,1.7962571382522583,-2.012491464614868,-0.5401543378829956,1.586669683456421,0.14546260237693787,-2.109917402267456,0.765714168548584,0.03318030387163162,-1.8404920101165771,0.5547944903373718]"
1776933909.833782,93,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.0015381788834929466,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,0.00581097649410367,-0.012087912298738956,0.004029304254800081,0.028205128386616707,-0.0072898720391094685,-0.011025146581232548,-0.004029304254800081,-0.005817188415676355,-0.12490842491388321,-0.012087912298738956,-0.012210012413561344,0.018315019086003304,-0.15348608791828156,2.951434373855591,1.7962571382522583,-2.012491464614868,-0.5401543378829956,1.586669683456421,0.14546260237693787,-2.109917402267456,0.765714168548584,0.03318030387163162,-1.8404920101165771,0.5547944903373718,0.0,0.0,0.0]","[-0.15452665090560913,2.9564597606658936,1.8042126893997192,-2.016171932220459,-0.5371567010879517,1.5870740413665771,0.14672355353832245,-2.114574670791626,0.7653822302818298,0.03654544800519943,-1.8484491109848022,0.5613253116607666]"
1776933909.853304,94,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.0015381788834929466,-0.00496425898745656,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.021665655076503754,0.012087912298738956,0.02014652080833912,0.012087912298738956,-0.006105006206780672,-0.012210012413561344,-0.02972426451742649,0.028205128386616707,0.0684981718659401,0.0684981718659401,-0.006105006206780672,0.0,-0.15452665090560913,2.9564597606658936,1.8042126893997192,-2.016171932220459,-0.5371567010879517,1.5870740413665771,0.14672355353832245,-2.114574670791626,0.7653822302818298,0.03654544800519943,-1.8484491109848022,0.5613253116607666,0.0,0.0,0.0]","[-0.15367519855499268,2.950543165206909,1.7943841218948364,-2.016298532485962,-0.5465736389160156,1.587928056716919,0.14144502580165863,-2.1067442893981934,0.7698612809181213,0.03601481765508652,-1.8317307233810425,0.5484144687652588]"
1776933909.876804,95,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.0015381788834929466,-0.0045806472189724445,6.279293537139893,-0.01165850181132555,0.002247883938252926,-0.006137788761407137,0.00671320641413331,0.013113966211676598,-0.004029304254800081,0.012087912298738956,0.05238095298409462,-0.018315019086003304,0.0,0.005055357236415148,0.029236916452646255,-0.028205128386616707,-0.061465613543987274,0.018315019086003304,0.0,-0.15367519855499268,2.950543165206909,1.7943841218948364,-2.016298532485962,-0.5465736389160156,1.587928056716919,0.14144502580165863,-2.1067442893981934,0.7698612809181213,0.03601481765508652,-1.8317307233810425,0.5484144687652588,0.0,0.0,0.0]","[-0.15477821230888367,2.9505670070648193,1.7942081689834595,-2.012295961380005,-0.5398305058479309,1.586789608001709,0.1473788470029831,-2.1130759716033936,0.7639111280441284,0.034102387726306915,-1.8389239311218262,0.5525785684585571]"
1776933909.895982,96,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.00496425898745656,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,0.004029304254800081,0.02014652080833912,0.012087912298738956,0.04432234540581703,-0.018315019086003304,-0.002878885716199875,-0.029477644711732864,-0.013366317376494408,-0.10073260217905045,-0.01887400448322296,0.018315019086003304,0.03663003817200661,-0.15477821230888367,2.9505670070648193,1.7942081689834595,-2.012295961380005,-0.5398305058479309,1.586789608001709,0.1473788470029831,-2.1130759716033936,0.7639111280441284,0.034102387726306915,-1.8389239311218262,0.5525785684585571,0.0,0.0,0.0]","[-0.15587103366851807,2.954637050628662,1.801875114440918,-2.0137460231781006,-0.5355567336082458,1.5872554779052734,0.14641766250133514,-2.112327814102173,0.7640454173088074,0.038562703877687454,-1.8439785242080688,0.5574706792831421]"
1776933909.916200,97,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,0.004029304254800081,0.004029304254800081,-0.036263737827539444,-0.06043956056237221,-0.030525030568242073,0.012210012413561344,-0.0023767491802573204,0.028205128386616707,0.02014652080833912,-0.04432234540581703,-0.006105006206780672,0.0,-0.15587103366851807,2.954637050628662,1.801875114440918,-2.0137460231781006,-0.5355567336082458,1.5872554779052734,0.14641766250133514,-2.112327814102173,0.7640454173088074,0.038562703877687454,-1.8439785242080688,0.5574706792831421,0.0,0.0,0.0]","[-0.15366196632385254,2.954134225845337,1.7973567247390747,-2.016192674636841,-0.547225296497345,1.5868291854858398,0.14535261690616608,-2.1104726791381836,0.7680187821388245,0.032706230878829956,-1.8396377563476562,0.5551183819770813]"
1776933909.934196,98,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.00496425898745656,6.279293537139893,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,0.036263737827539444,0.028205128386616707,-0.036263737827539444,0.04432234540581703,-0.02442002482712269,0.030525030568242073,-0.03862803801894188,0.08698626607656479,-0.012087912298738956,0.012087912298738956,-0.006105006206780672,0.012210012413561344,-0.15366196632385254,2.954134225845337,1.7973567247390747,-2.016192674636841,-0.547225296497345,1.5868291854858398,0.14535261690616608,-2.1104726791381836,0.7680187821388245,0.032706230878829956,-1.8396377563476562,0.5551183819770813,0.0,0.0,0.0]","[-0.1553455889225006,2.953209400177002,1.7969131469726562,-2.0169215202331543,-0.5441728234291077,1.5866247415542603,0.14470288157463074,-2.1073575019836426,0.7639047503471375,0.03663839399814606,-1.8392966985702515,0.5517333745956421]"
1776933909.953864,99,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.015348204411566257,0.0017299847677350044,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.021457836031913757,0.004029304254800081,-0.004029304254800081,0.08461538702249527,0.010789968073368073,0.007525048218667507,0.029516443610191345,0.034946508705616,-0.07655677944421768,-0.012087912298738956,0.006105006206780672,0.02442002482712269,-0.1553455889225006,2.953209400177002,1.7969131469726562,-2.0169215202331543,-0.5441728234291077,1.5866247415542603,0.14470288157463074,-2.1073575019836426,0.7639047503471375,0.03663839399814606,-1.8392966985702515,0.5517333745956421,0.0,0.0,0.0]","[-0.15502667427062988,2.95123553276062,1.7976737022399902,-2.0110888481140137,-0.5353071689605713,1.5882337093353271,0.14710621535778046,-2.114152669906616,0.7614930868148804,0.03505605459213257,-1.8444609642028809,0.5558521747589111]"
1776933909.975965,100,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.015348204411566257,0.0017299847677350044,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.004029304254800081,-0.04432234540581703,-0.028205128386616707,-0.012087912298738956,-0.018315019086003304,0.02442002482712269,0.012087912298738956,-0.004029304254800081,-0.10879120975732803,-0.0684981718659401,0.012210012413561344,0.030525030568242073,-0.15502667427062988,2.95123553276062,1.7976737022399902,-2.0110888481140137,-0.5353071689605713,1.5882337093353271,0.14710621535778046,-2.114152669906616,0.7614930868148804,0.03505605459213257,-1.8444609642028809,0.5558521747589111,0.0,0.0,0.0]","[-0.154303640127182,2.957791566848755,1.8052058219909668,-2.014233350753784,-0.5399004220962524,1.587367296218872,0.14817368984222412,-2.117177963256836,0.7650339007377625,0.0341147854924202,-1.8496497869491577,0.564519464969635]"
1776933909.993451,101,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.014964592643082142,0.0017299847677350044,-0.00496425898745656,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,0.013897104188799858,-0.012087912298738956,0.09267399460077286,0.11684981733560562,-0.009867800399661064,-0.006105006206780672,-0.021955713629722595,-0.004029304254800081,0.06043956056237221,0.05238095298409462,0.0,-0.006105006206780672,-0.154303640127182,2.957791566848755,1.8052058219909668,-2.014233350753784,-0.5399004220962524,1.587367296218872,0.14817368984222412,-2.117177963256836,0.7650339007377625,0.0341147854924202,-1.8496497869491577,0.564519464969635,0.0,0.0,0.0]","[-0.15429376065731049,2.9498915672302246,1.795562744140625,-2.0149307250976562,-0.543003499507904,1.589753270149231,0.14001087844371796,-2.1085205078125,0.7712068557739258,0.03751300275325775,-1.8264546394348145,0.5468111634254456]"
1776933910.017001,102,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.0015381788834929466,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.002247883938252926,-0.006137788761407137,0.00671320641413331,-0.004029304254800081,0.004029304254800081,-0.004029304254800081,-0.004029304254800081,0.01675429195165634,-0.010649286210536957,0.013117864727973938,-0.05238095298409462,-0.012087912298738956,-0.12593838572502136,0.018315019086003304,0.0,-0.15429376065731049,2.9498915672302246,1.795562744140625,-2.0149307250976562,-0.543003499507904,1.589753270149231,0.14001087844371796,-2.1085205078125,0.7712068557739258,0.03751300275325775,-1.8264546394348145,0.5468111634254456,0.0,0.0,0.0]","[-0.15553247928619385,2.947913408279419,1.7941629886627197,-2.0063185691833496,-0.535810649394989,1.5864399671554565,0.1486085206270218,-2.114490032196045,0.7622009515762329,0.032648034393787384,-1.8379472494125366,0.5553454160690308]"
