time_s,step,observation,action_pre_scale
1776846430.979652,266,"[0.6545136570930481,-0.4915550947189331,-0.5744436383247375,0.04504036530852318,-0.12218082696199417,0.32034215331077576,0.06491801887750626,-0.2796967327594757,0.004989823326468468,-0.08182945847511292,0.35179603099823,-0.030020443722605705,-0.14815519750118256,0.1469324827194214,-0.17666728794574738,0.3996933698654175,-0.006441478151828051,0.042059823870658875,0.578345537185669,-0.44091761112213135,0.18089109659194946,0.1998538374900818,-0.08184477686882019,-0.4649723172187805,0.1745777279138565,-0.9726876616477966,-0.007204695139080286,0.8946430087089539,-0.1786709725856781,1.4084532260894775,1.4746602773666382,-58.31693649291992,0.5228261351585388,0.15896105766296387,2.3528945446014404,-1.9478944540023804,-1.5071066617965698,0.28815653920173645,-2.318498134613037,0.0,0.0,0.0]","[1.0217429399490356,0.17237327992916107,1.0408203601837158,1.3070958852767944,-63.00486755371094,0.770458459854126,0.48699262738227844,1.9684709310531616,-2.1865718364715576,-1.7790530920028687,0.1807318478822708,-2.4303336143493652]"
1776846430.999031,267,"[0.6990670561790466,-0.5067890286445618,-0.5044503211975098,0.056399449706077576,-0.11960795521736145,0.31727349758148193,0.07271711528301239,-0.2888979911804199,0.015238739550113678,-0.07040928304195404,0.35059642791748047,-0.04325709119439125,-0.1467544436454773,0.1241493672132492,-0.17687062919139862,0.6224607229232788,0.19297266006469727,-0.22968310117721558,0.3769652247428894,-0.46727460622787476,0.6174502372741699,0.6814945936203003,-0.05916621536016464,-0.7103170156478882,0.04647887498140335,-1.1655060052871704,-0.010673929005861282,1.0217429399490356,0.17237327992916107,1.0408203601837158,1.3070958852767944,-63.00486755371094,0.770458459854126,0.48699262738227844,1.9684709310531616,-2.1865718364715576,-1.7790530920028687,0.1807318478822708,-2.4303336143493652,0.0,0.0,0.0]","[1.1229621171951294,0.4913630187511444,0.7252187132835388,1.1322765350341797,-68.12674713134766,0.9879705309867859,0.7962178587913513,1.5476945638656616,-2.310420274734497,-2.0725841522216797,0.049936238676309586,-2.452099561691284]"
1776846431.019574,268,"[0.7531872987747192,-0.5075778961181641,-0.41841796040534973,0.10366152226924896,-0.1282690018415451,0.3269212543964386,0.09800419211387634,-0.29870399832725525,0.03683502972126007,-0.05994587764143944,0.3498806059360504,-0.05646732449531555,-0.1417170763015747,0.09881855547428131,-0.17702458798885345,2.3773326873779297,-0.3852806091308594,0.4962703585624695,1.2759430408477783,-0.4932340383529663,1.1562981605529785,0.5368496179580688,-0.030876100063323975,-0.6525343060493469,0.21750594675540924,-1.2684168815612793,-0.007315509021282196,1.1229621171951294,0.4913630187511444,0.7252187132835388,1.1322765350341797,-68.12674713134766,0.9879705309867859,0.7962178587913513,1.5476945638656616,-2.310420274734497,-2.0725841522216797,0.049936238676309586,-2.452099561691284,0.0,0.0,0.0]","[1.1692352294921875,0.7737066745758057,0.3994563817977905,0.9691930413246155,-73.85647583007812,1.1142526865005493,1.0348646640777588,1.1396712064743042,-2.3807425498962402,-2.311014175415039,-0.09495948255062103,-2.4119338989257812]"
1776846431.039244,269,"[-0.04761234298348427,-0.00013068596308585256,-0.9988659024238586,0.0,0.0,0.0,0.0,3.330668908956335e-20,-4.147073232208872e-21,0.0,0.0,0.0,0.0,-6.66133781791267e-20,5.133697350696114e-21,-2.6092076301574707,3.2285892963409424,-8.22875690460205,-2.4668102264404297,7.518515586853027,-0.9271544814109802,1.5088649988174438,-8.80665397644043,1.4213082790374756,3.5670833587646484,-2.4873080253601074,4.455789566040039,1.1692352294921875,0.7737066745758057,0.3994563817977905,0.9691930413246155,-73.85647583007812,1.1142526865005493,1.0348646640777588,1.1396712064743042,-2.3807425498962402,-2.311014175415039,-0.09495948255062103,-2.4119338989257812,0.0,0.0,0.0]","[0.3241337537765503,0.3012596070766449,-0.424608051776886,0.8604435920715332,-71.53108215332031,0.27571311593055725,-0.0909452959895134,0.27462106943130493,0.1669457107782364,-0.9412094354629517,0.4560120105743408,-0.615470290184021]"
1776846431.059015,270,"[-0.046005979180336,-0.0005029168678447604,-0.9989410638809204,0.000965493090916425,0.0005782206426374614,0.0008373486343771219,0.0036453583743423223,-0.5814915895462036,0.0022530783899128437,-0.00010661473061190918,0.0005434608901850879,0.0020664893090724945,-0.0036139388103038073,0.004651524592190981,-0.005696660373359919,0.09142143279314041,0.041429854929447174,-0.01249678060412407,0.29226648807525635,-30.16822052001953,0.15896005928516388,-0.00842209067195654,0.04099636152386665,0.1100766658782959,-0.262404203414917,0.3292027711868286,-0.4052623212337494,0.3241337537765503,0.3012596070766449,-0.424608051776886,0.8604435920715332,-71.53108215332031,0.27571311593055725,-0.0909452959895134,0.27462106943130493,0.1669457107782364,-0.9412094354629517,0.4560120105743408,-0.615470290184021,0.0,0.0,0.0]","[-0.13459159433841705,0.4800270199775696,-0.08226481825113297,-0.013351190835237503,-62.87117385864258,0.4598640203475952,0.14736178517341614,-0.6932764649391174,0.5438470840454102,-0.9690107703208923,0.14850449562072754,-0.47376549243927]"
1776846431.079740,271,"[-0.04394514486193657,-0.0007016907911747694,-0.9990336894989014,0.0027976869605481625,0.00438140332698822,-0.0022155679762363434,0.008596977218985558,-0.6337725520133972,0.01209722738713026,-4.7669554987805896e-06,-0.0025696828961372375,0.005083079915493727,-0.01696561463177204,0.013701711781322956,-0.020961755886673927,0.04866809397935867,0.20615524053573608,-0.12394893914461136,0.1486722081899643,1.7941628694534302,0.49147337675094604,0.010373642668128014,-0.22144261002540588,0.14834487438201904,-0.6361837387084961,0.3408164083957672,-0.6646988987922668,-0.13459159433841705,0.4800270199775696,-0.08226481825113297,-0.013351190835237503,-62.87117385864258,0.4598640203475952,0.14736178517341614,-0.6932764649391174,0.5438470840454102,-0.9690107703208923,0.14850449562072754,-0.47376549243927,0.0,0.0,0.0]","[-0.11138096451759338,0.27275919914245605,0.048137251287698746,-0.26251572370529175,-60.58374786376953,0.17801330983638763,0.031007979065179825,-0.14940114319324493,0.4651607275009155,-0.8232490420341492,0.05088033527135849,-0.07307383418083191]"
1776846431.099520,272,"[-0.043376125395298004,-0.00032109615858644247,-0.9990587830543518,0.0027231196872889996,0.007528850808739662,-0.0028770279604941607,0.008354155346751213,-0.5285288691520691,0.01706981286406517,0.00014227855717763305,-0.005845509935170412,0.007133695296943188,-0.02605471760034561,0.015207882039248943,-0.02493330091238022,-0.006397410295903683,0.1808716058731079,-0.028279609978199005,-0.027890566736459732,6.141531467437744,0.2573569416999817,0.007736858446151018,-0.17596900463104248,0.11889579892158508,-0.5294833183288574,0.06533355265855789,-0.17549696564674377,-0.11138096451759338,0.27275919914245605,0.048137251287698746,-0.26251572370529175,-60.58374786376953,0.17801330983638763,0.031007979065179825,-0.14940114319324493,0.4651607275009155,-0.8232490420341492,0.05088033527135849,-0.07307383418083191,0.0,0.0,0.0]","[0.06310641765594482,0.3002062141895294,-0.11114168912172318,-0.5072393417358398,-55.722469329833984,0.11298783123493195,-0.0100987134501338,0.01569424197077751,0.524067759513855,0.0901903361082077,0.07720577716827393,0.09467020630836487]"
1776846431.119407,273,"[-0.04718877747654915,0.0017438384238630533,-0.9988844394683838,0.0043520210310816765,0.004637616220861673,-0.01648394763469696,-0.031770166009664536,-0.39744141697883606,0.0109905069693923,0.002790901344269514,-0.007546974346041679,0.0021381042897701263,-0.032323773950338364,0.01496868021786213,-0.02386779524385929,0.10383608937263489,-0.3872341215610504,-0.9894324541091919,-3.008462429046631,5.301815986633301,-0.5761491060256958,0.1666194349527359,-0.0510457307100296,-0.4709809124469757,-0.15355290472507477,-0.031179849058389664,0.09605160355567932,0.06310641765594482,0.3002062141895294,-0.11114168912172318,-0.5072393417358398,-55.722469329833984,0.11298783123493195,-0.0100987134501338,0.01569424197077751,0.524067759513855,0.0901903361082077,0.07720577716827393,0.09467020630836487,0.0,0.0,0.0]","[0.13783298432826996,0.2870270013809204,-0.26414766907691956,-0.5331546664237976,-52.27070617675781,0.03964482992887497,-0.16490671038627625,-0.09835205227136612,0.8001611232757568,0.5839868783950806,0.21783065795898438,-0.09874087572097778]"
1776846431.139184,274,"[-0.058963313698768616,0.007467235904186964,-0.9982322454452515,0.0050813606940209866,-0.005323860794305801,-0.03319263085722923,-0.08782392740249634,-0.35053834319114685,-0.0009090832318179309,0.0039000269025564194,-0.007670954801142216,-0.005847110413014889,-0.028891433030366898,0.014874939806759357,-0.0229505505412817,0.030258601531386375,-0.5903264284133911,-0.9356316924095154,-3.2128846645355225,2.523735523223877,-0.6828762292861938,0.04555096477270126,-0.00573846185579896,-0.4300464391708374,0.2468324601650238,0.0034952284768223763,0.041280992329120636,0.13783298432826996,0.2870270013809204,-0.26414766907691956,-0.5331546664237976,-52.27070617675781,0.03964482992887497,-0.16490671038627625,-0.09835205227136612,0.8001611232757568,0.5839868783950806,0.21783065795898438,-0.09874087572097778,0.0,0.0,0.0]","[0.1542339324951172,0.29991793632507324,-0.2623468339443207,-0.355941504240036,-50.64352798461914,0.028575140982866287,-0.16551628708839417,-0.1988784372806549,0.8335608243942261,0.23068958520889282,0.26707565784454346,-0.17970748245716095]"
1776846431.162133,275,"[-0.0757470354437828,0.01282533723860979,-0.997044563293457,0.005269757006317377,-0.009059400297701359,-0.03993301838636398,-0.1444227695465088,-0.3135238289833069,-0.007008085027337074,0.001116822357289493,-0.008537627756595612,-0.005341869778931141,-0.0658983588218689,-0.016822775825858116,-0.016224931925535202,0.008759800344705582,-0.10462714731693268,-0.18167707324028015,-2.485051155090332,1.564340591430664,-0.20866036415100098,-0.16205042600631714,-0.021288614720106125,0.12086694687604904,-2.196345090866089,-0.9812731146812439,0.30629104375839233,0.1542339324951172,0.29991793632507324,-0.2623468339443207,-0.355941504240036,-50.64352798461914,0.028575140982866287,-0.16551628708839417,-0.1988784372806549,0.8335608243942261,0.23068958520889282,0.26707565784454346,-0.17970748245716095,0.0,0.0,0.0]","[0.14396129548549652,0.33210068941116333,-0.2835576832294464,-0.23793931305408478,-49.210201263427734,0.039190974086523056,-0.09872950613498688,-0.14692199230194092,0.8097769021987915,0.08147670328617096,0.2120465785264969,-0.11335654556751251]"
1776846431.179475,276,"[-0.09194744378328323,0.01418386772274971,-0.9956628084182739,0.00548635283485055,-0.007821493782103062,-0.03887234255671501,-0.1814473420381546,-0.2937832772731781,-0.008293277584016323,-0.0027393100317567587,-0.008210989646613598,-0.00058623036602512,-0.12290782481431961,0.01277800090610981,0.0026518565136939287,0.011418145149946213,0.07310406863689423,0.07067669928073883,-1.8998608589172363,0.930293619632721,-0.06115160882472992,-0.19140565395355225,0.01195887103676796,0.23275481164455414,-2.9198405742645264,1.8301732540130615,1.010001301765442,0.14396129548549652,0.33210068941116333,-0.2835576832294464,-0.23793931305408478,-49.210201263427734,0.039190974086523056,-0.09872950613498688,-0.14692199230194092,0.8097769021987915,0.08147670328617096,0.2120465785264969,-0.11335654556751251,0.0,0.0,0.0]","[0.1457761824131012,0.32837262749671936,-0.26239487528800964,-0.23408456146717072,-48.067745208740234,0.03939148783683777,-0.11952471733093262,-0.10424775630235672,0.70319664478302,0.05606910586357117,0.05538637936115265,-0.1265498846769333]"
1776846431.199073,277,"[-0.10355452448129654,0.015301002189517021,-0.9945060610771179,0.005694532301276922,-0.0066541279666125774,-0.03653593733906746,-0.20811593532562256,-0.28302550315856934,-0.009193522855639458,-0.005183365661650896,-0.007777513470500708,0.00271555595099926,-0.16962113976478577,0.05460095778107643,0.016036754474043846,0.01135532557964325,0.06558216363191605,0.13657274842262268,-1.070940613746643,0.47779732942581177,-0.03665135055780411,-0.1057656779885292,0.0422755628824234,0.17364326119422913,-2.2563741207122803,2.061525821685791,0.5175412893295288,0.1457761824131012,0.32837262749671936,-0.26239487528800964,-0.23408456146717072,-48.067745208740234,0.03939148783683777,-0.11952471733093262,-0.10424775630235672,0.70319664478302,0.05606910586357117,0.05538637936115265,-0.1265498846769333,0.0,0.0,0.0]","[0.10282295942306519,0.27185603976249695,-0.1908763349056244,-0.2996101677417755,-47.26435089111328,0.07028736919164658,-0.12127010524272919,-0.07888378202915192,0.5843902826309204,0.05857463926076889,-0.07133790850639343,-0.12750814855098724]"
1776846431.219172,278,"[-0.11178512871265411,0.016381312161684036,-0.9935973882675171,0.005683612078428268,-0.006343689747154713,-0.0338730588555336,-0.23149116337299347,-0.27673056721687317,-0.011533205397427082,-0.005940825212746859,-0.005911166314035654,0.00400589732453227,-0.20432817935943604,0.07817612588405609,0.008425352163612843,-0.0014929657336324453,0.009487509727478027,0.1432405412197113,-1.10711669921875,0.2843983769416809,-0.10503416508436203,-0.03242061287164688,0.10453926026821136,0.04781148582696915,-1.6300345659255981,1.0593421459197998,-0.4984700083732605,0.10282295942306519,0.27185603976249695,-0.1908763349056244,-0.2996101677417755,-47.26435089111328,0.07028736919164658,-0.12127010524272919,-0.07888378202915192,0.5843902826309204,0.05857463926076889,-0.07133790850639343,-0.12750814855098724,0.0,0.0,0.0]","[0.0716845765709877,0.2282816469669342,-0.17282894253730774,-0.3570372462272644,-46.64613342285156,0.10161839425563812,-0.11532755196094513,-0.07098875194787979,0.5592347979545593,0.12404101341962814,-0.06544672697782516,-0.12325695157051086]"
1776846431.239388,279,"[-0.11658567190170288,0.017374327406287193,-0.9930286407470703,0.005642345175147057,-0.006344432942569256,-0.03158664330840111,-0.24830162525177002,-0.27300524711608887,-0.012402340769767761,-0.006491291336715221,-0.004109186585992575,0.00417590606957674,-0.2285795509815216,0.09888605773448944,-0.0002730652631726116,-0.0022003394551575184,-0.0002771407598629594,0.09943374991416931,-0.7848477363586426,0.169782355427742,-0.03128891810774803,-0.027251649647951126,0.0785568580031395,0.005147889722138643,-1.1207497119903564,1.051098108291626,-0.3528270721435547,0.0716845765709877,0.2282816469669342,-0.17282894253730774,-0.3570372462272644,-46.64613342285156,0.10161839425563812,-0.11532755196094513,-0.07098875194787979,0.5592347979545593,0.12404101341962814,-0.06544672697782516,-0.12325695157051086,0.0,0.0,0.0]","[0.039586298167705536,0.1908353865146637,-0.16008013486862183,-0.40579235553741455,-46.17229461669922,0.11574919521808624,-0.09509731829166412,-0.06761378794908524,0.5367413759231567,0.12088442593812943,-0.04884037375450134,-0.1314416378736496]"
1776846431.260056,280,"[-0.1162852868437767,0.017991557717323303,-0.9930528998374939,0.0054765501990914345,-0.005825728178024292,-0.03206801414489746,-0.2652859389781952,-0.31954216957092285,-0.010968893766403198,-0.0075358678586781025,-0.0022121260408312082,0.006753630470484495,-0.24525411427021027,0.11609919369220734,-0.007637408096343279,-0.012837523594498634,0.013903472572565079,-0.07728292047977448,-1.027904748916626,-3.0918350219726562,0.06899204850196838,-0.06640961766242981,0.10513640940189362,0.1626783162355423,-0.747198760509491,0.7656567692756653,-0.40655556321144104,0.039586298167705536,0.1908353865146637,-0.16008013486862183,-0.40579235553741455,-46.17229461669922,0.11574919521808624,-0.09509731829166412,-0.06761378794908524,0.5367413759231567,0.12088442593812943,-0.04884037375450134,-0.1314416378736496,0.0,0.0,0.0]","[0.011609816923737526,0.09963900595903397,-0.09274782985448837,-0.3455542027950287,-45.3726692199707,0.11587381362915039,-0.04533695429563522,-0.08953191339969635,0.4221422076225281,-0.24112272262573242,0.007414877414703369,-0.17577043175697327]"
1776846431.279433,281,"[-0.11020736396312714,0.018478555604815483,-0.9937368035316467,0.005133885890245438,-0.006393177900463343,-0.035453155636787415,-0.2858957052230835,-0.3930469751358032,-0.008735647425055504,-0.008978862315416336,-0.0006008159834891558,0.012376924976706505,-0.25720471143722534,0.12927895784378052,-0.01583932526409626,-0.01832609623670578,-0.040756162256002426,-0.17212916910648346,-0.9747251272201538,-3.4817700386047363,0.12109161913394928,-0.0627085343003273,0.05935125797986984,0.2918195426464081,-0.5964487791061401,0.6808708906173706,-0.37350720167160034,0.011609816923737526,0.09963900595903397,-0.09274782985448837,-0.3455542027950287,-45.3726692199707,0.11587381362915039,-0.04533695429563522,-0.08953191339969635,0.4221422076225281,-0.24112272262573242,0.007414877414703369,-0.17577043175697327,0.0,0.0,0.0]","[0.019996656104922295,0.07801001518964767,-0.06768888980150223,-0.3038581907749176,-44.399723052978516,0.11451330780982971,-0.015194214880466461,-0.1025947779417038,0.38398638367652893,-0.4720979630947113,0.041127678006887436,-0.19608747959136963]"
1776846431.299972,282,"[-0.10261505842208862,0.01936468854546547,-0.9945326447486877,0.004793819040060043,-0.007749677635729313,-0.03869374096393585,-0.3006303012371063,-0.43784719705581665,-0.005805660970509052,-0.00969881471246481,-0.0005289987311698496,0.01803978905081749,-0.269257128238678,0.14390823245048523,-0.019773291423916817,-0.016320226714015007,-0.07221043854951859,-0.15453165769577026,-0.7006182670593262,-1.966907024383545,0.14912596344947815,-0.031409911811351776,-0.00438402546569705,0.2744984030723572,-0.6155693531036377,0.7410115599632263,-0.16873177886009216,0.019996656104922295,0.07801001518964767,-0.06768888980150223,-0.3038581907749176,-44.399723052978516,0.11451330780982971,-0.015194214880466461,-0.1025947779417038,0.38398638367652893,-0.4720979630947113,0.041127678006887436,-0.19608747959136963,0.0,0.0,0.0]","[0.023465262725949287,0.09646819531917572,-0.06873004138469696,-0.32239943742752075,-43.8301887512207,0.1118122786283493,-0.005949602462351322,-0.0812971219420433,0.3688832223415375,-0.5141736268997192,0.03885148838162422,-0.1798277497291565]"
1776846431.319717,283,"[-0.09558513015508652,0.020582756027579308,-0.9952084422111511,0.004495757166296244,-0.009073961526155472,-0.04109867289662361,-0.3126480281352997,-0.45906075835227966,-0.0029355441220104694,-0.010083167813718319,-0.0008395184995606542,0.02258770912885666,-0.28238484263420105,0.15937435626983643,-0.020729683339595795,-0.01475929468870163,-0.06139007955789566,-0.11150933802127838,-0.5877043008804321,-0.9060668349266052,0.13810622692108154,-0.017796311527490616,-0.012867560610175133,0.21506038308143616,-0.6644260883331299,0.7816410660743713,-0.032447803765535355,0.023465262725949287,0.09646819531917572,-0.06873004138469696,-0.32239943742752075,-43.8301887512207,0.1118122786283493,-0.005949602462351322,-0.0812971219420433,0.3688832223415375,-0.5141736268997192,0.03885148838162422,-0.1798277497291565,0.0,0.0,0.0]","[0.02644951641559601,0.11911271512508392,-0.0955980196595192,-0.3768361806869507,-43.40704345703125,0.10071466863155365,-0.008456089533865452,-0.054122354835271835,0.3445388674736023,-0.46487537026405334,0.015270384028553963,-0.1588062196969986]"
1776846431.339073,284,"[-0.08915802091360092,0.021912919357419014,-0.9957764148712158,0.004207014571875334,-0.00981510616838932,-0.04264751076698303,-0.3234242796897888,-0.46753865480422974,-0.0011510684853419662,-0.010386997833848,-0.0009009306668303907,0.025785043835639954,-0.2957953214645386,0.1759275496006012,-0.02049802802503109,-0.014571284875273705,-0.03132552653551102,-0.07103578746318817,-0.5322860479354858,-0.35041332244873047,0.0737457275390625,-0.01505478098988533,-0.001015096320770681,0.14867112040519714,-0.6719378232955933,0.8449850678443909,0.013987390324473381,0.02644951641559601,0.11911271512508392,-0.0955980196595192,-0.3768361806869507,-43.40704345703125,0.10071466863155365,-0.008456089533865452,-0.054122354835271835,0.3445388674736023,-0.46487537026405334,0.015270384028553963,-0.1588062196969986,0.0,0.0,0.0]","[0.022163530811667442,0.12660515308380127,-0.11614464968442917,-0.443136990070343,-43.000885009765625,0.08114240318536758,-0.014360584318637848,-0.037301696836948395,0.32101941108703613,-0.387821763753891,-0.0232197605073452,-0.15576019883155823]"
1776846431.359503,285,"[-0.08261725306510925,0.022925352677702904,-0.9963176250457764,0.00387043715454638,-0.009999368339776993,-0.043062224984169006,-0.3298560082912445,-0.4699878990650177,0.00019104615785181522,-0.010782092809677124,0.0007528461865149438,0.030942318961024284,-0.31041842699050903,0.18292471766471863,-0.02182399109005928,-0.01875291019678116,-0.013649672269821167,-0.01740843802690506,-0.3388215899467468,-0.08580753952264786,0.05350209027528763,-0.020071696490049362,0.10862930119037628,0.2655540704727173,-0.7227303981781006,0.2534303665161133,-0.07641860842704773,0.022163530811667442,0.12660515308380127,-0.11614464968442917,-0.443136990070343,-43.000885009765625,0.08114240318536758,-0.014360584318637848,-0.037301696836948395,0.32101941108703613,-0.387821763753891,-0.0232197605073452,-0.15576019883155823,0.0,0.0,0.0]","[0.009191568940877914,0.10889501869678497,-0.11332667618989944,-0.4952220320701599,-42.60381317138672,0.059641897678375244,-0.023142023012042046,-0.04807226359844208,0.3019835948944092,-0.31972089409828186,0.0005937404930591583,-0.15340721607208252]"
1776846431.379188,286,"[-0.07546553015708923,0.023035822436213493,-0.9968823194503784,0.003460823092609644,-0.010157137177884579,-0.043110478669404984,-0.3341941237449646,-0.46967241168022156,0.0004694286035373807,-0.011245932430028915,0.004534372128546238,0.03701644390821457,-0.32296329736709595,0.18384943902492523,-0.022933265194296837,-0.02049059048295021,-0.006481918506324291,-0.0008766268147155643,-0.1788472980260849,0.03086056560277939,0.009479951113462448,-0.023900611326098442,0.2006324678659439,0.30642229318618774,-0.590064525604248,0.027653595432639122,-0.04590849578380585,0.009191568940877914,0.10889501869678497,-0.11332667618989944,-0.4952220320701599,-42.60381317138672,0.059641897678375244,-0.023142023012042046,-0.04807226359844208,0.3019835948944092,-0.31972089409828186,0.0005937404930591583,-0.15340721607208252,0.0,0.0,0.0]","[-0.003675408661365509,0.08592996001243591,-0.09935574978590012,-0.530948281288147,-42.229427337646484,0.038002822548151016,-0.022624002769589424,-0.06794070452451706,0.281933069229126,-0.2880173325538635,0.036175720393657684,-0.15652097761631012]"
1776846431.398811,287,"[-0.06700878590345383,0.02224380522966385,-0.9975044131278992,0.0030141070019453764,-0.010274323634803295,-0.043065447360277176,-0.33531445264816284,-0.46816301345825195,0.00042229847167618573,-0.011759310029447079,0.009105011820793152,0.04291863739490509,-0.3314194977283478,0.18370376527309418,-0.023283256217837334,-0.022957298904657364,-0.006248642224818468,0.002536337822675705,-0.03776606544852257,0.08227016776800156,-0.004012483172118664,-0.026172354817390442,0.23252984881401062,0.2901703119277954,-0.38883256912231445,-0.00829409621655941,-0.014373458921909332,-0.003675408661365509,0.08592996001243591,-0.09935574978590012,-0.530948281288147,-42.229427337646484,0.038002822548151016,-0.022624002769589424,-0.06794070452451706,0.281933069229126,-0.2880173325538635,0.036175720393657684,-0.15652097761631012,0.0,0.0,0.0]","[-0.01198253408074379,0.06583572924137115,-0.08059411495923996,-0.5544146299362183,-41.8846435546875,0.018649213016033173,-0.013796026818454266,-0.08399078994989395,0.259725958108902,-0.2921110987663269,0.05302419513463974,-0.15978984534740448]"
1776846431.418815,288,"[-0.058051947504282,0.020722951740026474,-0.9980984330177307,0.002483098302036524,-0.010725116357207298,-0.0425853356719017,-0.33409786224365234,-0.46616366505622864,-0.0006350248004309833,-0.012259909883141518,0.013208763673901558,0.04801931977272034,-0.33673977851867676,0.18354319036006927,-0.02346925251185894,-0.02796100825071335,-0.03314913064241409,0.02511574700474739,0.03510657325387001,0.10300066322088242,-0.06960052251815796,-0.024639368057250977,0.19818416237831116,0.23717540502548218,-0.23467881977558136,-0.008341945707798004,-0.00857098400592804,-0.01198253408074379,0.06583572924137115,-0.08059411495923996,-0.5544146299362183,-41.8846435546875,0.018649213016033173,-0.013796026818454266,-0.08399078994989395,0.259725958108902,-0.2921110987663269,0.05302419513463974,-0.15978984534740448,0.0,0.0,0.0]","[-0.01437285915017128,0.05221071094274521,-0.06325899809598923,-0.5657658576965332,-41.56241989135742,0.004664815962314606,-0.0012871958315372467,-0.08964031934738159,0.23487599194049835,-0.31596365571022034,0.044682227075099945,-0.15760062634944916]"
1776846431.438840,289,"[-0.04939757287502289,0.018555227667093277,-0.99860680103302,0.0019302715081721544,-0.011795285157859325,-0.041582152247428894,-0.33319783210754395,-0.4640032649040222,-0.002802706090733409,-0.012718153186142445,0.016617747023701668,0.051795344799757004,-0.3398243486881256,0.18341781198978424,-0.02359013631939888,-0.027372024953365326,-0.057270899415016174,0.0592326819896698,0.0523555725812912,0.10838032513856888,-0.11643905192613602,-0.022241761907935143,0.1623833030462265,0.1776781678199768,-0.14328895509243011,-0.005941581912338734,-0.005685498937964439,-0.01437285915017128,0.05221071094274521,-0.06325899809598923,-0.5657658576965332,-41.56241989135742,0.004664815962314606,-0.0012871958315372467,-0.08964031934738159,0.23487599194049835,-0.31596365571022034,0.044682227075099945,-0.15760062634944916,0.0,0.0,0.0]","[-0.013903278857469559,0.04368695616722107,-0.0472981333732605,-0.5692229270935059,-41.25324249267578,-0.003956794738769531,0.009891323745250702,-0.0869402140378952,0.20596978068351746,-0.34570053219795227,0.016935985535383224,-0.14829397201538086]"
1776846431.458967,290,"[-0.04147757962346077,0.015671685338020325,-0.999016523361206,0.0013967572012916207,-0.013261521235108376,-0.03949415311217308,-0.3318385183811188,-0.46182748675346375,-0.00567998830229044,-0.013096633367240429,0.019155090674757957,0.054257821291685104,-0.34209874272346497,0.1832650601863861,-0.023665932938456535,-0.026549499481916428,-0.07677692919969559,0.11639624834060669,0.06829999387264252,0.10862976312637329,-0.14891313016414642,-0.018042026087641716,0.11832796037197113,0.10878733545541763,-0.11046020686626434,-0.00839835125952959,-0.003325854893773794,-0.013903278857469559,0.04368695616722107,-0.0472981333732605,-0.5692229270935059,-41.25324249267578,-0.003956794738769531,0.009891323745250702,-0.0869402140378952,0.20596978068351746,-0.34570053219795227,0.016935985535383224,-0.14829397201538086,0.0,0.0,0.0]","[-0.01325894147157669,0.03948420658707619,-0.02980237454175949,-0.5708374381065369,-40.94786071777344,-0.008333630859851837,0.01829623430967331,-0.07861243933439255,0.17495590448379517,-0.3722143769264221,-0.025645289570093155,-0.13392584025859833]"
1776846431.479139,291,"[-0.03478238731622696,0.012064862996339798,-0.9993220567703247,0.0008686140645295382,-0.015041838400065899,-0.03611721470952034,-0.33067137002944946,-0.4596627950668335,-0.008679397404193878,-0.01338759995996952,0.020913608372211456,0.05516965314745903,-0.34421026706695557,0.18300791084766388,-0.0236453078687191,-0.026529857888817787,-0.09275341033935547,0.17993789911270142,0.050637636333703995,0.10834401845932007,-0.13684585690498352,-0.013746305368840694,0.08265292644500732,0.03217565640807152,-0.10670699179172516,-0.0142592154443264,0.002371299546211958,-0.01325894147157669,0.03948420658707619,-0.02980237454175949,-0.5708374381065369,-40.94786071777344,-0.008333630859851837,0.01829623430967331,-0.07861243933439255,0.17495590448379517,-0.3722143769264221,-0.025645289570093155,-0.13392584025859833,0.0,0.0,0.0]","[-0.012256234884262085,0.0385424830019474,-0.011415861546993256,-0.5696707367897034,-40.64228820800781,-0.009531229734420776,0.024411112070083618,-0.06993268430233002,0.14455768465995789,-0.3964647650718689,-0.07621437311172485,-0.1180102676153183]"
1776846431.499121,292,"[-0.029092516750097275,0.007690902333706617,-0.9995471239089966,0.0003335211949888617,-0.017234819009900093,-0.032103653997182846,-0.33022773265838623,-0.4575084149837494,-0.009926903061568737,-0.013589833863079548,0.022225843742489815,0.05525214225053787,-0.34660711884498596,0.18258768320083618,-0.023506449535489082,-0.026800746098160744,-0.1132432296872139,0.20206372439861298,0.016536373645067215,0.10746808350086212,-0.04883419722318649,-0.009194068610668182,0.062369316816329956,0.0016415506834164262,-0.12359960377216339,-0.022521769627928734,0.007758623920381069,-0.012256234884262085,0.0385424830019474,-0.011415861546993256,-0.5696707367897034,-40.64228820800781,-0.009531229734420776,0.024411112070083618,-0.06993268430233002,0.14455768465995789,-0.3964647650718689,-0.07621437311172485,-0.1180102676153183,0.0,0.0,0.0]","[-0.010483711957931519,0.04028020426630974,0.009457029402256012,-0.560484766960144,-40.33122634887695,-0.009511426091194153,0.030041862279176712,-0.06657931208610535,0.11303102970123291,-0.4236157536506653,-0.1267257183790207,-0.10117459297180176]"
