time_s,step,observation,action_pre_scale
1776846426.079398,21,"[-0.064076729118824,-0.019339382648468018,-0.9977575540542603,-0.08563201129436493,-0.03078886680305004,0.00014212717360351235,-0.2532165050506592,-0.19847522675991058,0.032710202038288116,0.032883450388908386,-0.012281496077775955,-0.001518176170065999,-0.22815914452075958,0.1672162413597107,0.02175047993659973,0.3082066476345062,0.029881376773118973,0.005346520803868771,0.16913728415966034,-0.19944778084754944,-0.20850396156311035,-0.010008368641138077,-0.04031658172607422,-0.02363315410912037,0.31376540660858154,0.17477980256080627,0.1188286542892456,-0.04696650430560112,0.0992901548743248,0.11788258701562881,-0.10310093313455582,-10.460306167602539,0.004606869071722031,0.021041616797447205,-0.1397506147623062,0.023856673389673233,-0.3593962490558624,-0.04940000921487808,0.03242869675159454,0.0,0.0,0.0]","[-0.04732087627053261,0.09291120618581772,0.144844189286232,-0.12881526350975037,-10.917280197143555,0.015096383169293404,0.02368016541004181,-0.14494121074676514,-0.016828738152980804,-0.36510366201400757,-0.07465878874063492,0.030960768461227417]"
1776846426.099276,22,"[-0.054320789873600006,-0.02086118422448635,-0.99830561876297,-0.07965343445539474,-0.030332863330841064,0.00048620649613440037,-0.24680696427822113,-0.20079268515110016,0.030433544889092445,0.03275829926133156,-0.012532562017440796,-0.0019463549833744764,-0.2211185246706009,0.17030122876167297,0.02426113188266754,0.27829456329345703,0.03009086474776268,0.038284629583358765,0.4517888128757477,-0.06931684166193008,-0.1061047613620758,-0.0060111479833722115,-0.005424868315458298,-0.016654783859848976,0.32950425148010254,0.17822210490703583,0.15698346495628357,-0.04732087627053261,0.09291120618581772,0.144844189286232,-0.12881526350975037,-10.917280197143555,0.015096383169293404,0.02368016541004181,-0.14494121074676514,-0.016828738152980804,-0.36510366201400757,-0.07465878874063492,0.030960768461227417,0.0,0.0,0.0]","[-0.03862810879945755,0.09063093364238739,0.16244244575500488,-0.16189801692962646,-11.337210655212402,0.02548937126994133,0.02350602298974991,-0.15258854627609253,-0.05537330359220505,-0.3686777949333191,-0.11210760474205017,0.025179307907819748]"
1776846426.119293,23,"[-0.04508930817246437,-0.022153718397021294,-0.9987372756004333,-0.0735401138663292,-0.030105631798505783,0.0009751119650900364,-0.24181948602199554,-0.203079953789711,0.030160557478666306,0.03269245848059654,-0.012661736458539963,-0.003266893792897463,-0.21291136741638184,0.17239825427532196,0.025498488917946815,0.3004247546195984,0.008687750436365604,0.020939040929079056,0.25132960081100464,-0.09835176169872284,-0.010060341097414494,-0.0034424804616719484,-0.004652818664908409,-0.062062446027994156,0.4127548336982727,0.09830264747142792,0.04460378363728523,-0.03862810879945755,0.09063093364238739,0.16244244575500488,-0.16189801692962646,-11.337210655212402,0.02548937126994133,0.02350602298974991,-0.15258854627609253,-0.05537330359220505,-0.3686777949333191,-0.11210760474205017,0.025179307907819748,0.0,0.0,0.0]","[-0.032628048211336136,0.0806921124458313,0.17289495468139648,-0.16888734698295593,-11.76801586151123,0.03262439742684364,0.032242562621831894,-0.16268199682235718,-0.0797196477651596,-0.3809226155281067,-0.1584397554397583,0.019778043031692505]"
1776846426.139156,24,"[-0.035865601152181625,-0.022890498861670494,-0.9990944266319275,-0.06807935982942581,-0.03002917394042015,0.001239169854670763,-0.2363298386335373,-0.20422212779521942,0.03005288355052471,0.03261783719062805,-0.012688263319432735,-0.004144865553826094,-0.20485158264636993,0.1741979718208313,0.025777099654078484,0.2666378617286682,0.0034852419048547745,0.012266595847904682,0.27836957573890686,-0.0529952272772789,-0.0057147834450006485,-0.0037030773237347603,-0.00116231688298285,-0.04033948853611946,0.3978508710861206,0.0907435342669487,0.012351537123322487,-0.032628048211336136,0.0806921124458313,0.17289495468139648,-0.16888734698295593,-11.76801586151123,0.03262439742684364,0.032242562621831894,-0.16268199682235718,-0.0797196477651596,-0.3809226155281067,-0.1584397554397583,0.019778043031692505,0.0,0.0,0.0]","[-0.023468300700187683,0.07760358601808548,0.18639954924583435,-0.17017710208892822,-12.184481620788574,0.03743777424097061,0.04266202822327614,-0.17765435576438904,-0.1101222038269043,-0.4002121090888977,-0.21303682029247284,0.008384978398680687]"
1776846426.159273,25,"[-0.02673213742673397,-0.02327161654829979,-0.9993717074394226,-0.06333115696907043,-0.029963698238134384,0.0014765496598556638,-0.23046329617500305,-0.20506957173347473,0.029854100197553635,0.03252922743558884,-0.012717164121568203,-0.004612566437572241,-0.1973896026611328,0.17554831504821777,0.025935877114534378,0.2301298975944519,0.003433900885283947,0.01258816197514534,0.29802560806274414,-0.04074561968445778,-0.011243239045143127,-0.004893325734883547,-0.0016881057526916265,-0.018773062154650688,0.3678123354911804,0.05548057705163956,0.006710277870297432,-0.023468300700187683,0.07760358601808548,0.18639954924583435,-0.17017710208892822,-12.184481620788574,0.03743777424097061,0.04266202822327614,-0.17765435576438904,-0.1101222038269043,-0.4002121090888977,-0.21303682029247284,0.008384978398680687,0.0,0.0,0.0]","[-0.01350349560379982,0.07977402955293655,0.20166084170341492,-0.15214653313159943,-12.577774047851562,0.03739076480269432,0.06028340756893158,-0.20410671830177307,-0.14619088172912598,-0.4474334418773651,-0.2829820513725281,-0.011078760027885437]"
1776846426.179092,26,"[-0.01786046288907528,-0.02339627966284752,-0.9995667338371277,-0.059315647929906845,-0.029876429587602615,0.0018776331562548876,-0.2241363674402237,-0.20579257607460022,0.029523629695177078,0.03239903599023819,-0.01278490200638771,-0.00475948816165328,-0.19041652977466583,0.17608346045017242,0.02593592368066311,0.19406366348266602,0.004656481556594372,0.022408269345760345,0.3196009397506714,-0.03575732186436653,-0.01977849379181862,-0.006719706580042839,-0.003946489654481411,-0.006397761404514313,0.34455785155296326,0.024585731327533722,-0.0018763859989121556,-0.01350349560379982,0.07977402955293655,0.20166084170341492,-0.15214653313159943,-12.577774047851562,0.03739076480269432,0.06028340756893158,-0.20410671830177307,-0.14619088172912598,-0.4474334418773651,-0.2829820513725281,-0.011078760027885437,0.0,0.0,0.0]","[-0.006948893889784813,0.08593985438346863,0.22019389271736145,-0.11105437576770782,-12.953849792480469,0.03356217220425606,0.08029360324144363,-0.24060556292533875,-0.18190866708755493,-0.5358486771583557,-0.37309154868125916,-0.042960505932569504]"
1776846426.199007,27,"[-0.009474791586399078,-0.023316001519560814,-0.9996832609176636,-0.0558989942073822,-0.029764950275421143,0.00259476900100708,-0.2175201028585434,-0.2064986675977707,0.028902824968099594,0.03223733976483345,-0.012912927195429802,-0.004852869547903538,-0.18399760127067566,0.17647132277488708,0.025441015139222145,0.16704419255256653,0.0057205017656087875,0.039748430252075195,0.3326302766799927,-0.035586386919021606,-0.032911766320466995,-0.008378948085010052,-0.0069419885985553265,-0.004603435751050711,0.3129216432571411,0.018071822822093964,-0.03280976042151451,-0.006948893889784813,0.08593985438346863,0.22019389271736145,-0.11105437576770782,-12.953849792480469,0.03356217220425606,0.08029360324144363,-0.24060556292533875,-0.18190866708755493,-0.5358486771583557,-0.37309154868125916,-0.042960505932569504,0.0,0.0,0.0]","[-0.0059799011796712875,0.08933559060096741,0.247469961643219,-0.04576192423701286,-13.338122367858887,0.025254614651203156,0.09416927397251129,-0.27921992540359497,-0.19657036662101746,-0.6795978546142578,-0.4857868552207947,-0.0845043957233429]"
1776846426.219088,28,"[-0.0018283345270901918,-0.02302190661430359,-0.9997332692146301,-0.05283321067690849,-0.029654482379555702,0.0038316971622407436,-0.21088439226150513,-0.20726357400417328,0.02794659696519375,0.03206310421228409,-0.013201956637203693,-0.00493932468816638,-0.1788979470729828,0.17663124203681946,0.02408093772828579,0.15173092484474182,0.005327995400875807,0.06779682636260986,0.32999634742736816,-0.03933144733309746,-0.05339919030666351,-0.008666712790727615,-0.017460038885474205,-0.00434908177703619,0.23800304532051086,0.005268587730824947,-0.07756070792675018,-0.0059799011796712875,0.08933559060096741,0.247469961643219,-0.04576192423701286,-13.338122367858887,0.025254614651203156,0.09416927397251129,-0.27921992540359497,-0.19657036662101746,-0.6795978546142578,-0.4857868552207947,-0.0845043957233429,0.0,0.0,0.0]","[-0.004602551460266113,0.09141536802053452,0.3032504916191101,0.04816040024161339,-13.772682189941406,0.017509208992123604,0.09882617741823196,-0.30226171016693115,-0.1725882589817047,-0.8824369311332703,-0.5977793335914612,-0.12633201479911804]"
1776846426.239890,29,"[0.004845611751079559,-0.022399699315428734,-0.9997373819351196,-0.04910547286272049,-0.029553797096014023,0.00633523054420948,-0.20306843519210815,-0.20843367278575897,0.025844518095254898,0.03185231611132622,-0.014078770764172077,-0.005042901262640953,-0.17543816566467285,0.1764160394668579,0.020972995087504387,0.16332602500915527,0.004042650107294321,0.11701002717018127,0.33437424898147583,-0.052148155868053436,-0.09973902255296707,-0.009072719141840935,-0.04353956878185272,-0.004599991254508495,0.12425991892814636,-0.012393202632665634,-0.14522716403007507,-0.004602551460266113,0.09141536802053452,0.3032504916191101,0.04816040024161339,-13.772682189941406,0.017509208992123604,0.09882617741823196,-0.30226171016693115,-0.1725882589817047,-0.8824369311332703,-0.5977793335914612,-0.12633201479911804,0.0,0.0,0.0]","[-0.0030623748898506165,0.08724959939718246,0.41266706585884094,0.15240471065044403,-14.324114799499512,0.013818034902215004,0.08193681389093399,-0.2866487205028534,-0.08555841445922852,-1.1254479885101318,-0.6472073197364807,-0.1525821089744568]"
1776846426.259282,30,"[0.010463294573128223,-0.021326584741473198,-0.9997178316116333,-0.04682245850563049,-0.029515812173485756,0.00842532142996788,-0.19861893355846405,-0.20935815572738647,0.02417178452014923,0.03172019124031067,-0.014831299893558025,-0.005096691194921732,-0.17499090731143951,0.17612093687057495,0.018378963693976402,0.13633713126182556,0.0021319747902452946,0.12749820947647095,0.26354920864105225,-0.05563923716545105,-0.10136866569519043,-0.007881615310907364,-0.04557844251394272,-0.003312127897515893,0.018695343285799026,-0.017667971551418304,-0.15905271470546722,-0.0030623748898506165,0.08724959939718246,0.41266706585884094,0.15240471065044403,-14.324114799499512,0.013818034902215004,0.08193681389093399,-0.2866487205028534,-0.08555841445922852,-1.1254479885101318,-0.6472073197364807,-0.1525821089744568,0.0,0.0,0.0]","[-0.0037479158490896225,0.08305107057094574,0.5648052096366882,0.2411378026008606,-14.972267150878906,0.022010808810591698,0.052414700388908386,-0.2383299171924591,0.06201297417283058,-1.3054981231689453,-0.581045925617218,-0.1586267203092575]"
1776846426.279039,31,"[0.01533331349492073,-0.019773980602622032,-0.9996868968009949,-0.043816857039928436,-0.029478421434760094,0.011711173690855503,-0.19268016517162323,-0.21074704825878143,0.021974653005599976,0.03153037652373314,-0.01576068438589573,-0.005157697945833206,-0.1753825694322586,0.1757677048444748,0.014392065815627575,0.1492491215467453,0.0017651217058300972,0.17108027637004852,0.2986176908016205,-0.07167300581932068,-0.10669538378715515,-0.009701592847704887,-0.0439891554415226,-0.0027662995271384716,-0.030678696930408478,-0.01716826856136322,-0.20500579476356506,-0.0037479158490896225,0.08305107057094574,0.5648052096366882,0.2411378026008606,-14.972267150878906,0.022010808810591698,0.052414700388908386,-0.2383299171924591,0.06201297417283058,-1.3054981231689453,-0.581045925617218,-0.1586267203092575,0.0,0.0,0.0]","[-0.0019235406070947647,0.08118614554405212,0.7239922285079956,0.299693763256073,-15.694334983825684,0.03969305381178856,0.02408798411488533,-0.17097505927085876,0.2441086322069168,-1.3810687065124512,-0.42523762583732605,-0.13600851595401764]"
1776846426.299261,32,"[0.01955399103462696,-0.01772761531174183,-0.9996516108512878,-0.041047289967536926,-0.029442964121699333,0.015681471675634384,-0.18666093051433563,-0.212330624461174,0.020444076508283615,0.03132680803537369,-0.016299081966280937,-0.005174454767256975,-0.17689834535121918,0.1755169928073883,0.010167013853788376,0.13486477732658386,0.0018508732318878174,0.20468905568122864,0.3004981577396393,-0.08060835301876068,-0.06616717576980591,-0.010186116211116314,-0.021745162084698677,-0.00033790463930927217,-0.08580672740936279,-0.011266665533185005,-0.20984455943107605,-0.0019235406070947647,0.08118614554405212,0.7239922285079956,0.299693763256073,-15.694334983825684,0.03969305381178856,0.02408798411488533,-0.17097505927085876,0.2441086322069168,-1.3810687065124512,-0.42523762583732605,-0.13600851595401764,0.0,0.0,0.0]","[0.013488665223121643,0.08967355638742447,0.868441641330719,0.3330734372138977,-16.535734176635742,0.050199709832668304,0.005404209718108177,-0.09178812801837921,0.42069941759109497,-1.362500548362732,-0.2753201425075531,-0.10915857553482056]"
1776846426.319101,33,"[0.023173987865447998,-0.01516132615506649,-0.9996165037155151,-0.038563575595617294,-0.02938409522175789,0.02034767158329487,-0.18052825331687927,-0.21405060589313507,0.019708067178726196,0.031123027205467224,-0.01647327095270157,-0.00513342535123229,-0.1792634129524231,0.1754259169101715,0.006314003840088844,0.12274675071239471,0.003250898327678442,0.24037176370620728,0.30933302640914917,-0.08705420792102814,-0.03298994526267052,-0.010206625796854496,-0.007380145601928234,0.002630591858178377,-0.12382718920707703,-0.0028865300118923187,-0.18749241530895233,0.013488665223121643,0.08967355638742447,0.868441641330719,0.3330734372138977,-16.535734176635742,0.050199709832668304,0.005404209718108177,-0.09178812801837921,0.42069941759109497,-1.362500548362732,-0.2753201425075531,-0.10915857553482056,0.0,0.0,0.0]","[0.03761439025402069,0.11243624985218048,0.992261528968811,0.34901055693626404,-17.46187973022461,0.051298853009939194,0.003081671893596649,-0.013458197936415672,0.5659488439559937,-1.2980891466140747,-0.17449966073036194,-0.09593704342842102]"
1776846426.339573,34,"[0.02636060304939747,-0.012042801827192307,-0.9995799660682678,-0.03624073415994644,-0.02927578240633011,0.025721238926053047,-0.1740434616804123,-0.215833842754364,0.01891998201608658,0.030937856063246727,-0.016551688313484192,-0.005014230962842703,-0.18202105164527893,0.17551381886005402,0.002976830583065748,0.11457450687885284,0.00596213061362505,0.2735435962677002,0.3271564245223999,-0.08902841806411743,-0.042959388345479965,-0.008862197399139404,-0.0033854013308882713,0.007304724305868149,-0.13878902792930603,0.005909991450607777,-0.16076251864433289,0.03761439025402069,0.11243624985218048,0.992261528968811,0.34901055693626404,-17.46187973022461,0.051298853009939194,0.003081671893596649,-0.013458197936415672,0.5659488439559937,-1.2980891466140747,-0.17449966073036194,-0.09593704342842102,0.0,0.0,0.0]","[0.060669638216495514,0.13592004776000977,1.107271671295166,0.3401901423931122,-18.46076202392578,0.04023699462413788,0.006060827523469925,0.059051088988780975,0.6915825605392456,-1.2192916870117188,-0.09436744451522827,-0.08546920120716095]"
1776846426.359770,35,"[0.029388906434178352,-0.008417373523116112,-0.9995326399803162,-0.03397742658853531,-0.028966024518013,0.031602680683135986,-0.16703864932060242,-0.21764200925827026,0.017245499417185783,0.03078882209956646,-0.016573293134570122,-0.0045212856493890285,-0.18491370975971222,0.1757541447877884,0.00022815803822595626,0.11408944427967072,0.0192339476197958,0.29608744382858276,0.3541700839996338,-0.09041483700275421,-0.09608371555805206,-0.007197222672402859,-0.000439952447777614,0.030799442902207375,-0.1447913497686386,0.01328371837735176,-0.1315114051103592,0.060669638216495514,0.13592004776000977,1.107271671295166,0.3401901423931122,-18.46076202392578,0.04023699462413788,0.006060827523469925,0.059051088988780975,0.6915825605392456,-1.2192916870117188,-0.09436744451522827,-0.08546920120716095,0.0,0.0,0.0]","[0.07565650343894958,0.15542827546596527,1.2067190408706665,0.30590546131134033,-19.439733505249023,0.024308523163199425,0.00926264189183712,0.12665191292762756,0.794542670249939,-1.1291216611862183,-0.02014300227165222,-0.07119804620742798]"
1776846426.379546,36,"[0.03264661133289337,-0.004408418200910091,-0.9994572401046753,-0.031592272222042084,-0.028183713555336,0.037714120000600815,-0.15956996381282806,-0.21943245828151703,0.01425642054527998,0.030653752386569977,-0.01652052439749241,-0.0032938639633357525,-0.18782325088977814,0.17611803114414215,-0.0016408077208325267,0.12079431116580963,0.044415783137083054,0.3068070411682129,0.3768649697303772,-0.08921533823013306,-0.16138139367103577,-0.006731570698320866,0.0034039472229778767,0.06915882974863052,-0.14497390389442444,0.019147150218486786,-0.08147411048412323,0.07565650343894958,0.15542827546596527,1.2067190408706665,0.30590546131134033,-19.439733505249023,0.024308523163199425,0.00926264189183712,0.12665191292762756,0.794542670249939,-1.1291216611862183,-0.02014300227165222,-0.07119804620742798,0.0,0.0,0.0]","[0.07957422733306885,0.16703224182128906,1.2944077253341675,0.24670711159706116,-20.42380714416504,0.003077886998653412,0.005413485690951347,0.19574835896492004,0.8720388412475586,-1.0314176082611084,0.05584631860256195,-0.05466916039586067]"
1776846426.399432,37,"[0.036296211183071136,-0.00016334631072822958,-0.9993410706520081,-0.029195863753557205,-0.02685246802866459,0.043932948261499405,-0.15183228254318237,-0.22115054726600647,0.009942303411662579,0.030508169904351234,-0.016262294724583626,-0.00123863504268229,-0.1906624138355255,0.17658893764019012,-0.00239936332218349,0.11922644823789597,0.07188346236944199,0.3129526376724243,0.3893683850765228,-0.08564414083957672,-0.22476378083229065,-0.007547257002443075,0.017419395968317986,0.11080234497785568,-0.1414296180009842,0.02452705428004265,-0.02917606756091118,0.07957422733306885,0.16703224182128906,1.2944077253341675,0.24670711159706116,-20.42380714416504,0.003077886998653412,0.005413485690951347,0.19574835896492004,0.8720388412475586,-1.0314176082611084,0.05584631860256195,-0.05466916039586067,0.0,0.0,0.0]","[0.07383639365434647,0.1691860556602478,1.374039649963379,0.16249877214431763,-21.409217834472656,-0.019423112273216248,-0.008199858479201794,0.26981568336486816,0.9265731573104858,-0.9235185384750366,0.12747305631637573,-0.04487660899758339]"
1776846426.419225,38,"[0.04032902419567108,0.004128742963075638,-0.9991779327392578,-0.027123859152197838,-0.024968450888991356,0.05025358125567436,-0.14410914480686188,-0.22279313206672668,0.005236179567873478,0.030328260734677315,-0.015071087516844273,0.0015850558411329985,-0.19335287809371948,0.1771506816148758,-0.0026258856523782015,0.09886553138494492,0.10081599652767181,0.31931811571121216,0.3869711458683014,-0.0822976604104042,-0.23524335026741028,-0.009432107210159302,0.0743115246295929,0.14863768219947815,-0.13349750638008118,0.0289786197245121,-0.009846292436122894,0.07383639365434647,0.1691860556602478,1.374039649963379,0.16249877214431763,-21.409217834472656,-0.019423112273216248,-0.008199858479201794,0.26981568336486816,0.9265731573104858,-0.9235185384750366,0.12747305631637573,-0.04487660899758339,0.0,0.0,0.0]","[0.06679309904575348,0.17142221331596375,1.4352439641952515,0.057253845036029816,-22.40972328186035,-0.031714361160993576,-0.01886107586324215,0.3190191984176636,0.9566473960876465,-0.8081806898117065,0.17348051071166992,-0.050056103616952896]"
1776846426.439171,39,"[0.044727623462677,0.008074562065303326,-0.9989665746688843,-0.025571143254637718,-0.02241084910929203,0.056887589395046234,-0.13602495193481445,-0.22430354356765747,0.0012151338160037994,0.029780952259898186,-0.011964723467826843,0.005242675542831421,-0.19623081386089325,0.17785072326660156,-0.002980434102937579,0.07702518254518509,0.13043226301670074,0.3232862651348114,0.36158958077430725,-0.09184697270393372,-0.20290258526802063,-0.024833016097545624,0.16571494936943054,0.1801958680152893,-0.1311679184436798,0.03142207860946655,-0.021481771022081375,0.06679309904575348,0.17142221331596375,1.4352439641952515,0.057253845036029816,-22.40972328186035,-0.031714361160993576,-0.01886107586324215,0.3190191984176636,0.9566473960876465,-0.8081806898117065,0.17348051071166992,-0.050056103616952896,0.0,0.0,0.0]","[0.06441596150398254,0.1745816469192505,1.465093731880188,-0.05873962119221687,-23.45205307006836,-0.036378163844347,-0.015676449984312057,0.32212284207344055,0.940676212310791,-0.6998664736747742,0.16337676346302032,-0.07684600353240967]"
1776846426.459025,40,"[0.049178510904312134,0.011842801235616207,-0.9987198114395142,-0.024525770917534828,-0.019514691084623337,0.06338894367218018,-0.12984058260917664,-0.2260003238916397,-0.0022009757813066244,0.029430177062749863,-0.007428515236824751,0.009023290127515793,-0.19833697378635406,0.17843087017536163,-0.003246881300583482,0.04636057838797569,0.14792472124099731,0.3289051651954651,0.30606913566589355,-0.08077530562877655,-0.16012482345104218,-0.01717604696750641,0.2423335313796997,0.19237107038497925,-0.10305791348218918,0.02975262887775898,-0.011621912941336632,0.06441596150398254,0.1745816469192505,1.465093731880188,-0.05873962119221687,-23.45205307006836,-0.036378163844347,-0.015676449984312057,0.32212284207344055,0.940676212310791,-0.6998664736747742,0.16337676346302032,-0.07684600353240967,0.0,0.0,0.0]","[0.06754210591316223,0.1755281537771225,1.436461329460144,-0.1750173270702362,-24.513751983642578,-0.0464542917907238,0.004699684679508209,0.2813663184642792,0.837480902671814,-0.62210613489151,0.06366430222988129,-0.12829738855361938]"
1776846426.479131,41,"[0.05366643890738487,0.015121545642614365,-0.9984444379806519,-0.0238746739923954,-0.016489068046212196,0.07032444328069687,-0.1242261752486229,-0.2274291068315506,-0.004603131208568811,0.029071016237139702,-0.0015125913778319955,0.013013597577810287,-0.20036612451076508,0.17905433475971222,-0.00345781072974205,0.03126589208841324,0.15027210116386414,0.3515991270542145,0.27250033617019653,-0.07085123658180237,-0.11255869269371033,-0.018443431705236435,0.30552995204925537,0.19958460330963135,-0.10265544056892395,0.0312984362244606,-0.011588914319872856,0.06754210591316223,0.1755281537771225,1.436461329460144,-0.1750173270702362,-24.513751983642578,-0.0464542917907238,0.004699684679508209,0.2813663184642792,0.837480902671814,-0.62210613489151,0.06366430222988129,-0.12829738855361938,0.0,0.0,0.0]","[0.07443247735500336,0.171615868806839,1.3415082693099976,-0.27913275361061096,-25.47455406188965,-0.05951157584786415,0.036745812743902206,0.21416491270065308,0.6211559772491455,-0.5727030634880066,-0.14549779891967773,-0.20941029489040375]"
1776846426.499338,42,"[0.0578831285238266,0.017863165587186813,-0.9981635212898254,-0.02330496534705162,-0.01377092394977808,0.07785606384277344,-0.11961852759122849,-0.2287609726190567,-0.006386660970747471,0.02865132875740528,0.005179162137210369,0.01676337793469429,-0.2026124894618988,0.1796404868364334,-0.004042971413582563,0.02816523239016533,0.13051921129226685,0.3826805353164673,0.21865321695804596,-0.06564687937498093,-0.08541557192802429,-0.021577084437012672,0.337876558303833,0.1813681572675705,-0.11518923938274384,0.02857186086475849,-0.03552611172199249,0.07443247735500336,0.171615868806839,1.3415082693099976,-0.27913275361061096,-25.47455406188965,-0.05951157584786415,0.036745812743902206,0.21416491270065308,0.6211559772491455,-0.5727030634880066,-0.14549779891967773,-0.20941029489040375,0.0,0.0,0.0]","[0.08396771550178528,0.17543312907218933,1.1318918466567993,-0.3665473163127899,-26.205089569091797,-0.056813616305589676,0.09528269618749619,0.0808577686548233,0.2615501284599304,-0.5291798710823059,-0.557873547077179,-0.3204304277896881]"
