time_s,step,observation,action_pre_scale
1777016365.164154,262,"[-0.09983214735984802,-0.04657392576336861,0.25807011127471924,0.03298362344503403,0.031495265662670135,-0.9989595413208008,-0.00885169766843319,-0.0722782239317894,0.10780871659517288,0.051937710493803024,-0.016324717551469803,-0.014938553795218468,-0.014029906131327152,-0.021679122000932693,0.04645082354545593,-0.2516777515411377,-0.17591175436973572,-0.03958398848772049,0.2664314806461334,-0.03495972603559494,0.37612879276275635,-0.5641900300979614,-0.5524106621742249,-0.02070348709821701,0.10669539868831635,1.672120213508606,1.949998140335083,0.6946165561676025,0.3179551661014557,0.5589555501937866,-0.008662443608045578,0.044369470328092575,0.7553160190582275,0.24172215163707733,1.5860949754714966,0.12164478003978729,0.0735129788517952,0.2304409146308899,0.9536287188529968,-0.2577285170555115,-0.2440308928489685,0.01065041497349739,0.0,0.0,0.0]","[-0.0023241713643074036,0.1052318587899208,0.7326299548149109,0.22326692938804626,1.4112262725830078,0.2201792448759079,0.12329943478107452,0.20794600248336792,0.9290756583213806,0.051778219640254974,-0.20917534828186035,-0.014613352715969086]"
1777016365.183959,263,"[-0.11531498283147812,-0.16316252946853638,0.32284465432167053,0.030770117416977882,0.03352255001664162,-0.9989641904830933,-0.004112550988793373,-0.07236341387033463,0.11745505034923553,0.039492323994636536,-0.03125732019543648,-0.008662261068820953,-0.008536998182535172,0.011451857164502144,0.08377694338560104,-0.22152253985404968,-0.16724960505962372,-0.03247712180018425,0.21720263361930847,-0.002258842345327139,0.5078153610229492,-0.6344459652900696,-0.7951900362968445,0.3690672218799591,0.2996487617492676,1.6330043077468872,1.8398818969726562,1.6502076387405396,0.4490308165550232,0.317790687084198,-0.0023241713643074036,0.1052318587899208,0.7326299548149109,0.22326692938804626,1.4112262725830078,0.2201792448759079,0.12329943478107452,0.20794600248336792,0.9290756583213806,0.051778219640254974,-0.20917534828186035,-0.014613352715969086,0.0,0.0,0.0]","[0.003557588905096054,0.1623821258544922,0.6876718401908875,0.20144467055797577,1.193784236907959,0.2755015194416046,0.14298653602600098,0.14007627964019775,0.8564978241920471,0.34864863753318787,-0.2761092782020569,-0.05162649601697922]"
1777016365.204250,264,"[-0.048131559044122696,0.23974697291851044,0.20960719883441925,0.03025648556649685,0.03521077334880829,-0.998921811580658,0.0002835752966348082,-0.07026728987693787,0.12427383661270142,0.030430443584918976,-0.036656953394412994,0.005909700877964497,-0.0010897234315052629,0.04166731610894203,0.10399428755044937,-0.20332856476306915,-0.1383405327796936,-0.027180340141057968,0.25589725375175476,0.11535865068435669,0.2399841696023941,-0.4289208650588989,-0.6901198625564575,0.7404394149780273,0.39067724347114563,1.481887698173523,0.7332653999328613,0.6024425625801086,1.692789912223816,0.26505619287490845,0.003557588905096054,0.1623821258544922,0.6876718401908875,0.20144467055797577,1.193784236907959,0.2755015194416046,0.14298653602600098,0.14007627964019775,0.8564978241920471,0.34864863753318787,-0.2761092782020569,-0.05162649601697922,0.0,0.0,0.0]","[0.005317799746990204,0.20866654813289642,0.7174097299575806,0.15800568461418152,1.275365948677063,0.26668697595596313,0.15251263976097107,0.050575364381074905,0.8089801073074341,0.5249269604682922,-0.192227303981781,-0.0678090825676918]"
1777016365.224034,265,"[-0.03366852179169655,0.43805131316185,0.27138450741767883,0.03749090060591698,0.03576889634132385,-0.9986566305160522,0.0037237240467220545,-0.06607235223054886,0.12569619715213776,0.0230219978839159,-0.05426692217588425,0.019302580505609512,0.00928505975753069,0.06195565685629845,0.10871127247810364,-0.18065258860588074,-0.10655796527862549,-0.02501353807747364,0.18439936637878418,0.22215893864631653,0.031121876090765,-0.3238016366958618,-0.7807292938232422,0.6328701972961426,0.49090683460235596,0.9344162940979004,0.1066199392080307,1.070170283317566,1.8061637878417969,0.12125702202320099,0.005317799746990204,0.20866654813289642,0.7174097299575806,0.15800568461418152,1.275365948677063,0.26668697595596313,0.15251263976097107,0.050575364381074905,0.8089801073074341,0.5249269604682922,-0.192227303981781,-0.0678090825676918,0.0,0.0,0.0]","[0.016549058258533478,0.224967822432518,0.7266315817832947,0.13941895961761475,1.270139455795288,0.132301464676857,0.2005481719970703,-0.029002005234360695,0.4559614658355713,0.7043020129203796,-0.2565571665763855,-0.09889373183250427]"
1777016365.244400,266,"[-0.11184489727020264,0.5369311571121216,0.3560120463371277,0.04832853749394417,0.03700833395123482,-0.9981456398963928,0.008833140134811401,-0.06205247342586517,0.125637948513031,0.01828690804541111,-0.060697898268699646,0.020562071353197098,0.016683561727404594,0.07264644652605057,0.09845209121704102,-0.15347154438495636,-0.058487989008426666,-0.02146313525736332,0.2649933099746704,0.1797151267528534,-0.0015547110233455896,-0.2308124452829361,-0.24197298288345337,-0.03760915622115135,0.3264085650444031,0.4501970112323761,-0.6128624677658081,1.4712753295898438,2.439732551574707,0.18985788524150848,0.016549058258533478,0.224967822432518,0.7266315817832947,0.13941895961761475,1.270139455795288,0.132301464676857,0.2005481719970703,-0.029002005234360695,0.4559614658355713,0.7043020129203796,-0.2565571665763855,-0.09889373183250427,0.0,0.0,0.0]","[0.02102767676115036,0.19260773062705994,0.6810227632522583,0.13776619732379913,1.127500295639038,-0.032784782350063324,0.23976996541023254,-0.06254596263170242,-0.1592157483100891,0.8203209638595581,-0.6722215414047241,-0.20144657790660858]"
1777016365.264006,267,"[-0.181771919131279,0.23665659129619598,0.3577507436275482,0.05617772415280342,0.03984091803431511,-0.9976255893707275,0.011243903078138828,-0.058496106415987015,0.13058730959892273,0.013585844077169895,-0.05756353214383125,0.007459923624992371,0.021523505449295044,0.07467721402645111,0.07352526485919952,-0.1136072501540184,-0.009084564633667469,-0.021777890622615814,0.09037833660840988,0.18093566596508026,0.3041132986545563,-0.23916397988796234,0.23561963438987732,-0.7407494783401489,0.22832921147346497,0.05527994781732559,-1.3592103719711304,2.079638719558716,2.4791619777679443,-0.06780946999788284,0.02102767676115036,0.19260773062705994,0.6810227632522583,0.13776619732379913,1.127500295639038,-0.032784782350063324,0.23976996541023254,-0.06254596263170242,-0.1592157483100891,0.8203209638595581,-0.6722215414047241,-0.20144657790660858,0.0,0.0,0.0]","[0.008638083934783936,0.1687660664319992,0.5479682683944702,0.17978575825691223,0.7541531920433044,-0.11550542712211609,0.22255323827266693,-0.12611529231071472,-0.5736304521560669,0.8835442066192627,-1.076833724975586,-0.2831778824329376]"
1777016365.284020,268,"[-0.18082746863365173,-0.09682890772819519,0.27181684970855713,0.0569913275539875,0.04317402094602585,-0.9974406957626343,0.011602277867496014,-0.05367705225944519,0.14281032979488373,0.01005014032125473,-0.04820603132247925,-0.012277534231543541,0.023015936836600304,0.07086005061864853,0.03735629469156265,-0.06698786467313766,0.03732816502451897,-0.03208043798804283,0.013207009062170982,0.24615612626075745,0.6655240058898926,-0.1629190444946289,0.511376142501831,-1.0078823566436768,0.05448947846889496,-0.2404448390007019,-1.875598669052124,2.3559536933898926,2.2649500370025635,-0.5916569232940674,0.008638083934783936,0.1687660664319992,0.5479682683944702,0.17978575825691223,0.7541531920433044,-0.11550542712211609,0.22255323827266693,-0.12611529231071472,-0.5736304521560669,0.8835442066192627,-1.076833724975586,-0.2831778824329376,0.0,0.0,0.0]","[-0.001137077808380127,0.16144603490829468,0.4047870934009552,0.23495221138000488,0.32888364791870117,-0.11776866763830185,0.1805414855480194,-0.15653786063194275,-0.6327304244041443,0.9499738812446594,-1.2579938173294067,-0.3299548625946045]"
1777016365.304050,269,"[-0.16141264140605927,-0.18649163842201233,0.08668441325426102,0.05364737659692764,0.04641009122133255,-0.9974808692932129,0.011563942767679691,-0.04819607362151146,0.15763284265995026,0.009781125001609325,-0.03739163279533386,-0.03054598532617092,0.02300659939646721,0.06263656914234161,-0.001647301483899355,-0.019873231649398804,0.07750895619392395,-0.05081292241811752,-0.0026271094102412462,0.2593308687210083,0.7400054931640625,-0.011979015544056892,0.4185568690299988,-0.898712694644928,-0.00555056007578969,-0.4308055341243744,-1.939214825630188,2.3332595825195312,1.9324320554733276,-1.0066053867340088,-0.001137077808380127,0.16144603490829468,0.4047870934009552,0.23495221138000488,0.32888364791870117,-0.11776866763830185,0.1805414855480194,-0.15653786063194275,-0.6327304244041443,0.9499738812446594,-1.2579938173294067,-0.3299548625946045,0.0,0.0,0.0]","[-0.0073140449821949005,0.1553940773010254,0.28091466426849365,0.2857847213745117,-0.00011576712131500244,-0.09776359796524048,0.08451151102781296,-0.1503739356994629,-0.5683778524398804,0.9855896830558777,-1.3328173160552979,-0.3265165388584137]"
1777016365.324532,270,"[-0.05047190934419632,-0.3047088384628296,-0.04506802558898926,0.04838777706027031,0.04855502024292946,-0.997647762298584,0.01083372812718153,-0.039715640246868134,0.17208056151866913,0.015350318513810635,-0.03144273906946182,-0.0399380587041378,0.024095578119158745,0.05901860073208809,-0.02999800816178322,0.00494918879121542,0.06649758666753769,-0.06585034728050232,-0.034026920795440674,0.4686102867126465,0.6745818257331848,0.35585296154022217,0.3249693214893341,-0.3824024200439453,0.048943378031253815,-0.12184622883796692,-1.3371775150299072,1.05519700050354,-0.40422239899635315,-0.5667037963867188,-0.0073140449821949005,0.1553940773010254,0.28091466426849365,0.2857847213745117,-0.00011576712131500244,-0.09776359796524048,0.08451151102781296,-0.1503739356994629,-0.5683778524398804,0.9855896830558777,-1.3328173160552979,-0.3265165388584137,0.0,0.0,0.0]","[-0.006137058138847351,0.12124669551849365,0.1791674792766571,0.3370664119720459,-0.15883205831050873,-0.04208941012620926,0.01516685076057911,-0.156342014670372,-0.4957207441329956,0.9476792216300964,-1.3149651288986206,-0.33701807260513306]"
1777016365.344305,271,"[0.035886768251657486,-0.0912545695900917,-0.06951513141393661,0.04466767609119415,0.04832598567008972,-0.9978323578834534,0.010372384451329708,-0.028954803943634033,0.17804685235023499,0.02770826406776905,-0.032791201025247574,-0.04119311645627022,0.024310540407896042,0.05870205909013748,-0.05090027675032616,0.019826333969831467,0.0704130232334137,-0.06776593625545502,-0.0216381773352623,0.5404965281486511,0.2074347734451294,0.6544184684753418,-0.1536242663860321,-0.03267521411180496,0.00744250975549221,-0.010462581180036068,-0.9941402673721313,0.7362447381019592,0.22885200381278992,-0.061444975435733795,-0.006137058138847351,0.12124669551849365,0.1791674792766571,0.3370664119720459,-0.15883205831050873,-0.04208941012620926,0.01516685076057911,-0.156342014670372,-0.4957207441329956,0.9476792216300964,-1.3149651288986206,-0.33701807260513306,0.0,0.0,0.0]","[-0.018602576106786728,0.07547646015882492,0.08137871325016022,0.38047438859939575,-0.19012834131717682,-0.022504765540361404,-0.010555881075561047,-0.22851397097110748,-0.6060203909873962,0.848741888999939,-1.3547509908676147,-0.3760360777378082]"
1777016365.364474,272,"[0.052237994968891144,-0.013209635391831398,-0.025376275181770325,0.04409940168261528,0.04739907383918762,-0.9979020953178406,0.009907517582178116,-0.019750170409679413,0.17715145647525787,0.04341375082731247,-0.042068544775247574,-0.03916680067777634,0.02426857128739357,0.057238705456256866,-0.06867070496082306,0.03382355719804764,0.07444712519645691,-0.06929444521665573,-0.023434795439243317,0.43656790256500244,-0.09017270058393478,0.799262285232544,-0.5023292303085327,0.1197032630443573,-0.0024228468537330627,-0.0916532576084137,-0.8737848997116089,0.6936556100845337,0.1836867332458496,-0.08557884395122528,-0.018602576106786728,0.07547646015882492,0.08137871325016022,0.38047438859939575,-0.19012834131717682,-0.022504765540361404,-0.010555881075561047,-0.22851397097110748,-0.6060203909873962,0.848741888999939,-1.3547509908676147,-0.3760360777378082,0.0,0.0,0.0]","[-0.039530497044324875,0.039619963616132736,-0.016247298568487167,0.40951013565063477,-0.17536740005016327,-0.021536776795983315,0.0019062701612710953,-0.3268091380596161,-0.7751743793487549,0.7301065325737,-1.415822982788086,-0.42127081751823425]"
1777016365.384569,273,"[0.03597569093108177,-0.08607179671525955,0.04217223823070526,0.04317116737365723,0.046496015042066574,-0.9979851841926575,0.008214202709496021,-0.014140807092189789,0.1720232218503952,0.059882860630750656,-0.05213028937578201,-0.03601428121328354,0.024357639253139496,0.05119488388299942,-0.08621789515018463,0.0454082153737545,0.0763954147696495,-0.07236295193433762,-0.09077467024326324,0.2456142008304596,-0.29123756289482117,0.8195652365684509,-0.48797836899757385,0.15885716676712036,0.0044609131291508675,-0.35421401262283325,-0.8832627534866333,0.5504826307296753,0.08346816897392273,-0.15308594703674316,-0.039530497044324875,0.039619963616132736,-0.016247298568487167,0.40951013565063477,-0.17536740005016327,-0.021536776795983315,0.0019062701612710953,-0.3268091380596161,-0.7751743793487549,0.7301065325737,-1.415822982788086,-0.42127081751823425,0.0,0.0,0.0]","[-0.06154779717326164,0.016484305262565613,-0.13683030009269714,0.4347873628139496,-0.12191958725452423,-0.010752778500318527,0.037547044456005096,-0.4086114168167114,-0.9150729179382324,0.5973545908927917,-1.4947993755340576,-0.4715525805950165]"
1777016365.404506,274,"[-0.005465310532599688,-0.22501610219478607,-0.0031365519389510155,0.039765167981386185,0.046166323125362396,-0.9981420040130615,0.00476370332762599,-0.01251161191612482,0.16258671879768372,0.07545436918735504,-0.056576795876026154,-0.0323614664375782,0.024350304156541824,0.03721288591623306,-0.10501839220523834,0.05262133851647377,0.07767277956008911,-0.07789099216461182,-0.16567212343215942,0.05407639220356941,-0.520503580570221,0.7646478414535522,-0.1683780550956726,0.18330100178718567,-0.009076307527720928,-0.7981851100921631,-0.9656194448471069,0.3411186933517456,0.09770429134368896,-0.3089302182197571,-0.06154779717326164,0.016484305262565613,-0.13683030009269714,0.4347873628139496,-0.12191958725452423,-0.010752778500318527,0.037547044456005096,-0.4086114168167114,-0.9150729179382324,0.5973545908927917,-1.4947993755340576,-0.4715525805950165,0.0,0.0,0.0]","[-0.08320838212966919,-0.00010097026824951172,-0.24966630339622498,0.46876224875450134,-0.02955387532711029,0.02198522724211216,0.04423493891954422,-0.44251856207847595,-0.9513286352157593,0.4414321184158325,-1.551001787185669,-0.5091527104377747]"
1777016365.424431,275,"[-0.06496906280517578,-0.33063939213752747,-0.2310059517621994,0.03379266336560249,0.047145478427410126,-0.9983162879943848,0.000101996905868873,-0.012430315837264061,0.14721490442752838,0.08997125923633575,-0.052774593234062195,-0.026882583275437355,0.023875249549746513,0.014405732974410057,-0.12493625283241272,0.05471950024366379,0.08074678480625153,-0.085928775370121,-0.23631739616394043,0.0014218941796571016,-0.8203478455543518,0.7172490358352661,0.2490752786397934,0.28681087493896484,-0.02340417169034481,-1.1894123554229736,-1.0046203136444092,0.06371672451496124,0.16532576084136963,-0.3895312249660492,-0.08320838212966919,-0.00010097026824951172,-0.24966630339622498,0.46876224875450134,-0.02955387532711029,0.02198522724211216,0.04423493891954422,-0.44251856207847595,-0.9513286352157593,0.4414321184158325,-1.551001787185669,-0.5091527104377747,0.0,0.0,0.0]","[-0.10898654162883759,-0.0334496833384037,-0.30339670181274414,0.49780237674713135,0.10601796209812164,0.05456175655126572,-0.028800100088119507,-0.41034969687461853,-0.8369669914245605,0.28822028636932373,-1.5757558345794678,-0.5008589029312134]"
1777016365.444577,276,"[-0.06814297288656235,-0.3290605843067169,-0.37201645970344543,0.02673826925456524,0.04875325784087181,-0.99845290184021,-0.006442328914999962,-0.01253944355994463,0.12554879486560822,0.10417315363883972,-0.03618650138378143,-0.018842242658138275,0.01933799311518669,-0.010279733687639236,-0.14283984899520874,0.049191635102033615,0.08247152715921402,-0.0926840752363205,-0.3262736201286316,-0.005967344157397747,-1.13204026222229,0.7066943049430847,0.9224541187286377,0.414898157119751,-0.24395883083343506,-1.2244071960449219,-0.8688012361526489,-0.3488598167896271,0.06982539594173431,-0.3269278407096863,-0.10898654162883759,-0.0334496833384037,-0.30339670181274414,0.49780237674713135,0.10601796209812164,0.05456175655126572,-0.028800100088119507,-0.41034969687461853,-0.8369669914245605,0.28822028636932373,-1.5757558345794678,-0.5008589029312134,0.0,0.0,0.0]","[-0.13208451867103577,-0.07725659012794495,-0.2949433922767639,0.5154982805252075,0.2547714114189148,0.06910327076911926,-0.10337994247674942,-0.3477064371109009,-0.7059648633003235,0.13010376691818237,-1.567291498184204,-0.45224034786224365]"
1777016365.464645,277,"[-0.1646346002817154,0.044350750744342804,-0.08820172399282455,0.023543911054730415,0.05120662599802017,-0.9984105229377747,-0.01275282446295023,-0.011375798843801022,0.10920383036136627,0.09774215519428253,-0.021361323073506355,-0.02155791036784649,0.008333873935043812,-0.036699287593364716,-0.15224936604499817,0.03665435314178467,0.075942762196064,-0.10321623831987381,-0.3422597348690033,0.04591470956802368,-0.7762656211853027,-0.3245163857936859,0.8571584820747375,-0.10001620650291443,-0.586086630821228,-1.3128153085708618,-0.3830031156539917,-0.6735843420028687,-0.40050679445266724,-0.5374982357025146,-0.13208451867103577,-0.07725659012794495,-0.2949433922767639,0.5154982805252075,0.2547714114189148,0.06910327076911926,-0.10337994247674942,-0.3477064371109009,-0.7059648633003235,0.13010376691818237,-1.567291498184204,-0.45224034786224365,0.0,0.0,0.0]","[-0.14846926927566528,-0.12156952917575836,-0.25068533420562744,0.5511448979377747,0.2843564748764038,0.08192147314548492,-0.09691756963729858,-0.24240992963314056,-0.6926473379135132,0.008212998509407043,-1.568771243095398,-0.34953927993774414]"
1777016365.484300,278,"[-0.08539127558469772,0.2161322981119156,-0.18255417048931122,0.02587738260626793,0.05314992368221283,-0.99825119972229,-0.02242812141776085,-0.011645454913377762,0.09561236202716827,0.09433495253324509,-0.011572184972465038,-0.017752312123775482,-0.003850045148283243,-0.057932812720537186,-0.15497806668281555,0.018338002264499664,0.0622246153652668,-0.11024215072393417,-0.49566712975502014,-0.02451024018228054,-0.6320053935050964,-0.18955661356449127,0.21185879409313202,0.21916109323501587,-0.5960385799407959,-1.009091854095459,-0.09113568067550659,-0.9416592717170715,-0.7587790489196777,-0.3353583514690399,-0.14846926927566528,-0.12156952917575836,-0.25068533420562744,0.5511448979377747,0.2843564748764038,0.08192147314548492,-0.09691756963729858,-0.24240992963314056,-0.6926473379135132,0.008212998509407043,-1.568771243095398,-0.34953927993774414,0.0,0.0,0.0]","[-0.15333369374275208,-0.16049635410308838,-0.13225287199020386,0.5680726766586304,0.4106072187423706,0.10145385563373566,-0.0940123051404953,-0.18017275631427765,-0.5679738521575928,-0.25525885820388794,-1.5742918252944946,-0.21819938719272614]"
1777016365.504049,279,"[0.09567702561616898,0.13471342623233795,-0.3784377872943878,0.029189370572566986,0.05274888500571251,-0.9981811046600342,-0.03207040950655937,-0.014392795041203499,0.08617927134037018,0.09561620652675629,0.0021255442406982183,-0.009840836748480797,-0.014396068640053272,-0.0706048458814621,-0.15365417301654816,-0.008014918304979801,0.04121483489871025,-0.1110900491476059,-0.4491236209869385,-0.16840523481369019,-0.36209630966186523,-0.1259077489376068,-0.11094430088996887,0.2902279198169708,-0.5120573043823242,-0.5877675414085388,0.11621397733688354,-1.357406735420227,-1.1768062114715576,-0.01646587625145912,-0.15333369374275208,-0.16049635410308838,-0.13225287199020386,0.5680726766586304,0.4106072187423706,0.10145385563373566,-0.0940123051404953,-0.18017275631427765,-0.5679738521575928,-0.25525885820388794,-1.5742918252944946,-0.21819938719272614,0.0,0.0,0.0]","[-0.16066351532936096,-0.18172289431095123,0.053037919104099274,0.5709102153778076,0.6469841003417969,0.1797783225774765,-0.10992524027824402,-0.1737726926803589,-0.22923514246940613,-0.5912879705429077,-1.501051664352417,-0.12117807567119598]"
1777016365.524573,280,"[0.18269206583499908,0.34461504220962524,-0.3540431559085846,0.03443527966737747,0.05039270967245102,-0.9981356263160706,-0.038038745522499084,-0.0222074706107378,0.08444418013095856,0.09297625720500946,0.0011223671026527882,-0.003947889432311058,-0.023641638457775116,-0.07657957822084427,-0.1429564356803894,-0.046021729707717896,0.006116507574915886,-0.105095274746418,-0.2627218961715698,-0.445963978767395,-0.05156534165143967,-0.12822218239307404,-0.11524760723114014,0.2772710621356964,-0.4513472318649292,-0.22988742589950562,0.6279783844947815,-1.9874849319458008,-1.8760757446289062,0.3474116921424866,-0.16066351532936096,-0.18172289431095123,0.053037919104099274,0.5709102153778076,0.6469841003417969,0.1797783225774765,-0.10992524027824402,-0.1737726926803589,-0.22923514246940613,-0.5912879705429077,-1.501051664352417,-0.12117807567119598,0.0,0.0,0.0]","[-0.15435054898262024,-0.1738206148147583,0.25476521253585815,0.5190290212631226,1.0159060955047607,0.17990712821483612,-0.09642168879508972,-0.15369585156440735,-0.10130469501018524,-0.9937880039215088,-1.6143220663070679,-0.0791349783539772]"
1777016365.544461,281,"[0.1983962059020996,0.27206170558929443,-0.4259486496448517,0.04057750850915909,0.04664762318134308,-0.9980869293212891,-0.04282103851437569,-0.032431114464998245,0.08630269020795822,0.09179527312517166,-0.0008582100854255259,0.0020102865528315306,-0.02867746725678444,-0.07848472148180008,-0.12322010099887848,-0.09922702610492706,-0.048380352556705475,-0.09636690467596054,-0.2381051778793335,-0.5105501413345337,0.12258656322956085,-0.04327515512704849,-0.08112289756536484,0.3133500814437866,-0.21542373299598694,-0.07392353564500809,1.036353588104248,-2.7719779014587402,-2.9064812660217285,0.4363209009170532,-0.15435054898262024,-0.1738206148147583,0.25476521253585815,0.5190290212631226,1.0159060955047607,0.17990712821483612,-0.09642168879508972,-0.15369585156440735,-0.10130469501018524,-0.9937880039215088,-1.6143220663070679,-0.0791349783539772,0.0,0.0,0.0]","[-0.13105767965316772,-0.13181284070014954,0.4656270444393158,0.44293129444122314,1.3586771488189697,0.16553299129009247,-0.1495668888092041,-0.1184222400188446,0.08761866390705109,-1.2222750186920166,-1.649849534034729,-0.07198547571897507]"
1777016365.564352,282,"[0.1526731252670288,0.06362073868513107,-0.4842832088470459,0.0431361086666584,0.04356684908270836,-0.9981188178062439,-0.04493007808923721,-0.04127267003059387,0.09207223355770111,0.09021849930286407,0.0015478188870474696,0.006906562019139528,-0.03361692652106285,-0.07874763011932373,-0.09907174855470657,-0.16436247527599335,-0.12584511935710907,-0.08890638500452042,-0.07724373042583466,-0.4286677837371826,0.3260394334793091,-0.09301340579986572,0.16522172093391418,0.2240167260169983,-0.2524765431880951,-0.007651017978787422,1.2244935035705566,-3.311628818511963,-4.081596374511719,0.36578983068466187,-0.13105767965316772,-0.13181284070014954,0.4656270444393158,0.44293129444122314,1.3586771488189697,0.16553299129009247,-0.1495668888092041,-0.1184222400188446,0.08761866390705109,-1.2222750186920166,-1.649849534034729,-0.07198547571897507,0.0,0.0,0.0]","[-0.11046510189771652,-0.07000823318958282,0.6429426074028015,0.3661879897117615,1.6077568531036377,0.19076326489448547,-0.16729827225208282,-0.04584451764822006,0.46039819717407227,-1.1977075338363647,-1.2225286960601807,-0.04732014983892441]"
1777016365.584276,283,"[0.1044556275010109,-0.004000150132924318,-0.443693071603775,0.042829547077417374,0.0415537990629673,-0.9982178807258606,-0.04515044391155243,-0.04790795221924782,0.09893620759248734,0.0861709862947464,0.006336457096040249,0.010278427042067051,-0.03757185861468315,-0.07781390100717545,-0.07284396141767502,-0.22888226807117462,-0.204340398311615,-0.08122879266738892,-0.004360528662800789,-0.32141485810279846,0.33806532621383667,-0.2268846333026886,0.23078936338424683,0.15234604477882385,-0.18444275856018066,0.07140938937664032,1.3094418048858643,-3.1415328979492188,-3.019991397857666,0.40070104598999023,-0.11046510189771652,-0.07000823318958282,0.6429426074028015,0.3661879897117615,1.6077568531036377,0.19076326489448547,-0.16729827225208282,-0.04584451764822006,0.46039819717407227,-1.1977075338363647,-1.2225286960601807,-0.04732014983892441,0.0,0.0,0.0]","[-0.08279270678758621,-0.0192088820040226,0.7640503644943237,0.3101925849914551,1.6981818675994873,0.21381977200508118,-0.12933684885501862,0.06648710370063782,0.8123685121536255,-1.0288636684417725,-0.7747726440429688,-0.022793691605329514]"
1777016365.604414,284,"[0.03284051641821861,0.03852657228708267,-0.24138237535953522,0.043069031089544296,0.04069710522890091,-0.9982428550720215,-0.04475445672869682,-0.0529041662812233,0.10467220097780228,0.079564668238163,0.008927934803068638,0.013040520250797272,-0.0387556217610836,-0.07055573165416718,-0.04162660241127014,-0.27601778507232666,-0.2030363380908966,-0.07127419859170914,0.021665308624505997,-0.23633906245231628,0.2867068648338318,-0.35080671310424805,0.10206550359725952,0.1403360664844513,-0.046528466045856476,0.4318840503692627,1.6220710277557373,-2.1697521209716797,0.30321216583251953,0.5064165592193604,-0.08279270678758621,-0.0192088820040226,0.7640503644943237,0.3101925849914551,1.6981818675994873,0.21381977200508118,-0.12933684885501862,0.06648710370063782,0.8123685121536255,-1.0288636684417725,-0.7747726440429688,-0.022793691605329514,0.0,0.0,0.0]","[-0.05946034938097,0.017260029911994934,0.8219252228736877,0.26590442657470703,1.695054292678833,0.2527153193950653,-0.03827008605003357,0.18626746535301208,1.0575696229934692,-0.7534408569335938,-0.505476713180542,0.015527326613664627]"
1777016365.624411,285,"[-0.022065306082367897,0.060906264930963516,0.0008233112166635692,0.04404093325138092,0.04083261638879776,-0.9981949329376221,-0.04261752590537071,-0.05592283234000206,0.1099836453795433,0.07088351994752884,0.008653126657009125,0.018128683790564537,-0.03872247785329819,-0.053075700998306274,-0.002295779064297676,-0.2989540696144104,-0.19172705709934235,-0.059117794036865234,0.12143607437610626,-0.13769839704036713,0.27257296442985535,-0.45177263021469116,-0.03922807052731514,0.27533501386642456,0.005203750915825367,0.9658161997795105,2.031637191772461,-0.9398450255393982,0.5336266756057739,0.617981493473053,-0.05946034938097,0.017260029911994934,0.8219252228736877,0.26590442657470703,1.695054292678833,0.2527153193950653,-0.03827008605003357,0.18626746535301208,1.0575696229934692,-0.7534408569335938,-0.505476713180542,0.015527326613664627,0.0,0.0,0.0]","[-0.037420228123664856,0.0629851371049881,0.8468727469444275,0.234494149684906,1.624353289604187,0.32464221119880676,0.05920178443193436,0.24224406480789185,1.1574493646621704,-0.43701285123825073,-0.3449551463127136,0.010882068425416946]"
1777016365.644342,286,"[-0.06263855844736099,0.008651680313050747,0.18341399729251862,0.04479827731847763,0.041711531579494476,-0.998124897480011,-0.03757806122303009,-0.05730787292122841,0.11659159511327744,0.060344841331243515,0.004908320493996143,0.028096884489059448,-0.03506110608577728,-0.026301195845007896,0.04304639995098114,-0.29839518666267395,-0.1840759515762329,-0.0474775992333889,0.2603876292705536,-0.05832552909851074,0.3534805178642273,-0.5446196794509888,-0.22302395105361938,0.5205838084220886,0.20324136316776276,1.406116008758545,2.302420139312744,0.20269931852817535,0.34626561403274536,0.5664962530136108,-0.037420228123664856,0.0629851371049881,0.8468727469444275,0.234494149684906,1.624353289604187,0.32464221119880676,0.05920178443193436,0.24224406480789185,1.1574493646621704,-0.43701285123825073,-0.3449551463127136,0.010882068425416946,0.0,0.0,0.0]","[-0.0262799970805645,0.11771608889102936,0.8359478712081909,0.2119600623846054,1.4542795419692993,0.3607856035232544,0.1332683116197586,0.2436653971672058,1.1262931823730469,-0.10923853516578674,-0.25433793663978577,-0.018444757908582687]"
