time_s,step,observation,action_pre_scale
1777016363.744288,191,"[-0.0756308063864708,-0.12566669285297394,-0.08202174305915833,0.05628669261932373,0.0494430810213089,-0.9971896409988403,-0.011639117263257504,-0.037288617342710495,0.19730064272880554,-0.006618752609938383,-0.01790480688214302,-0.04060397669672966,-0.000652594375424087,0.06675553321838379,0.023148635402321815,-0.025063933804631233,0.057532958686351776,-0.06835485994815826,-0.0006295225466601551,0.3910040855407715,0.6774563789367676,0.06882902979850769,0.5206857919692993,-0.6672062277793884,-0.05716993659734726,-0.6000469923019409,-1.5970277786254883,1.6901646852493286,-0.7053430080413818,-0.20660030841827393,0.015726953744888306,0.12615031003952026,0.4223824441432953,0.16523396968841553,0.12541884183883667,-0.1508171260356903,0.014779267832636833,-0.18103070557117462,-0.4827660322189331,0.9778342843055725,-1.3142777681350708,-0.32375067472457886,0.0,0.0,0.0]","[0.02907254546880722,0.09524709731340408,0.3108917772769928,0.21561042964458466,-0.14341585338115692,-0.10916642844676971,-0.01021641120314598,-0.18220138549804688,-0.480369508266449,0.9540985226631165,-1.2944753170013428,-0.33426153659820557]"
1777016363.764243,192,"[-0.0011363702360540628,-0.16120219230651855,-0.0357823483645916,0.052540067583322525,0.0504305399954319,-0.9973446130752563,-0.011605561710894108,-0.028955094516277313,0.2073494791984558,0.0008188235224224627,-0.017611496150493622,-0.04701341316103935,-0.00039556989213451743,0.06221955642104149,-0.0003065725031774491,-0.009644156321883202,0.05481867119669914,-0.06475308537483215,0.003534256247803569,0.41523826122283936,0.4326311945915222,0.4209800064563751,-0.10032396018505096,-0.260823518037796,0.009493958204984665,-0.17657774686813354,-1.1249600648880005,0.6935340166091919,0.08982166647911072,0.13224917650222778,0.02907254546880722,0.09524709731340408,0.3108917772769928,0.21561042964458466,-0.14341585338115692,-0.10916642844676971,-0.01021641120314598,-0.18220138549804688,-0.480369508266449,0.9540985226631165,-1.2944753170013428,-0.33426153659820557,0.0,0.0,0.0]","[0.031080923974514008,0.0520445816218853,0.2027280628681183,0.2761346101760864,-0.25979524850845337,-0.05570574104785919,-0.013178282417356968,-0.20498284697532654,-0.541770339012146,0.9168804287910461,-1.3359328508377075,-0.3646247684955597]"
1777016363.784238,193,"[0.04225508123636246,-0.06550247222185135,-0.02655825950205326,0.05063129961490631,0.04987716302275658,-0.9974711537361145,-0.011440041474997997,-0.022333825007081032,0.20947180688381195,0.012973782606422901,-0.03309032320976257,-0.047764237970113754,-0.0003041549935005605,0.06029907613992691,-0.02030801773071289,0.0031565867830067873,0.060912344604730606,-0.06679141521453857,0.009127559140324593,0.3091074228286743,0.05281316116452217,0.6376935839653015,-0.8779562711715698,-0.014904648065567017,0.004210455808788538,-0.09644477069377899,-0.9933780431747437,0.6588233709335327,0.2769724130630493,-0.1435137242078781,0.031080923974514008,0.0520445816218853,0.2027280628681183,0.2761346101760864,-0.25979524850845337,-0.05570574104785919,-0.013178282417356968,-0.20498284697532654,-0.541770339012146,0.9168804287910461,-1.3359328508377075,-0.3646247684955597,0.0,0.0,0.0]","[0.018312767148017883,0.015329895541071892,0.0908912867307663,0.3240407705307007,-0.2891157269477844,-0.03448318690061569,-0.010748128406703472,-0.28194350004196167,-0.679969310760498,0.8699640035629272,-1.3783059120178223,-0.4169251322746277]"
1777016363.804187,194,"[0.048980142921209335,-0.09330232441425323,0.032942984253168106,0.04908381775021553,0.04890303686261177,-0.9975967407226562,-0.011360236443579197,-0.019147954881191254,0.20628775656223297,0.02781016193330288,-0.05627303197979927,-0.045615121722221375,-3.0872241040924564e-05,0.056292153894901276,-0.04053601622581482,0.017599688842892647,0.06374520063400269,-0.07240738719701767,0.0033074067905545235,0.1268121600151062,-0.20499169826507568,0.7530323266983032,-1.1780946254730225,0.12496837228536606,0.015361837111413479,-0.22793078422546387,-1.0180463790893555,0.7352249622344971,0.11759817600250244,-0.2749636769294739,0.018312767148017883,0.015329895541071892,0.0908912867307663,0.3240407705307007,-0.2891157269477844,-0.03448318690061569,-0.010748128406703472,-0.28194350004196167,-0.679969310760498,0.8699640035629272,-1.3783059120178223,-0.4169251322746277,0.0,0.0,0.0]","[0.0012438446283340454,-0.0046443454921245575,-0.034673504531383514,0.35811665654182434,-0.27815479040145874,-0.019928425550460815,0.0168075580149889,-0.3659209907054901,-0.8158774971961975,0.8253766894340515,-1.418626070022583,-0.47990110516548157]"
1777016363.824245,195,"[0.038544703274965286,-0.16975843906402588,0.07041458785533905,0.046416960656642914,0.047973424196243286,-0.9977695345878601,-0.011483044363558292,-0.018703985959291458,0.19790388643741608,0.04330223426222801,-0.07792423665523529,-0.04160457104444504,0.0013684454606845975,0.04773388430476189,-0.0618646964430809,0.03233127295970917,0.06436490267515182,-0.07777188718318939,-0.00708866398781538,0.0135448994114995,-0.4659622311592102,0.7714113593101501,-1.0426266193389893,0.20820915699005127,0.07291071116924286,-0.4716663062572479,-1.078368902206421,0.731690526008606,0.018518177792429924,-0.2535247206687927,0.0012438446283340454,-0.0046443454921245575,-0.034673504531383514,0.35811665654182434,-0.27815479040145874,-0.019928425550460815,0.0168075580149889,-0.3659209907054901,-0.8158774971961975,0.8253766894340515,-1.418626070022583,-0.47990110516548157,0.0,0.0,0.0]","[-0.017958559095859528,-0.01752375438809395,-0.1761361062526703,0.38898414373397827,-0.21638436615467072,1.5815719962120056e-05,0.05346333235502243,-0.423289030790329,-0.9171465039253235,0.7838146090507507,-1.4536645412445068,-0.5431862473487854]"
1777016363.843854,196,"[0.015619231387972832,-0.2613452076911926,0.025471072643995285,0.04196184128522873,0.04741483926773071,-0.997993528842926,-0.011773019097745419,-0.018758073449134827,0.1835397630929947,0.058299582451581955,-0.09077344834804535,-0.03614738956093788,0.0042289551347494125,0.03340005502104759,-0.08444049954414368,0.04596089944243431,0.06437034159898758,-0.08373534679412842,-0.013629348017275333,-0.0031932550482451916,-0.7809853553771973,0.7413407564163208,-0.5597561597824097,0.2800939679145813,0.11696658283472061,-0.7909126281738281,-1.150364637374878,0.6851891279220581,0.023685328662395477,-0.3170052170753479,-0.017958559095859528,-0.01752375438809395,-0.1761361062526703,0.38898414373397827,-0.21638436615467072,1.5815719962120056e-05,0.05346333235502243,-0.423289030790329,-0.9171465039253235,0.7838146090507507,-1.4536645412445068,-0.5431862473487854,0.0,0.0,0.0]","[-0.03924316540360451,-0.02635468915104866,-0.3024628162384033,0.4285697937011719,-0.10247407853603363,0.028361091390252113,0.06888166069984436,-0.4454951286315918,-0.9529508948326111,0.7123343348503113,-1.4717048406600952,-0.5863146781921387]"
1777016363.863838,197,"[-0.027299532666802406,-0.2836739420890808,-0.22549620270729065,0.036400206387043,0.04769353196024895,-0.9981985688209534,-0.012101023457944393,-0.0188650693744421,0.16146554052829742,0.07283878326416016,-0.0909658670425415,-0.028852321207523346,0.00461891945451498,0.011271186172962189,-0.10830497741699219,0.05851574242115021,0.06731991469860077,-0.09199949353933334,-0.016444064676761627,-0.005444015376269817,-1.165903091430664,0.7232231497764587,0.08003570139408112,0.37391215562820435,0.012207912281155586,-1.1549710035324097,-1.1967551708221436,0.5958042144775391,0.15794804692268372,-0.3933134078979492,-0.03924316540360451,-0.02635468915104866,-0.3024628162384033,0.4285697937011719,-0.10247407853603363,0.028361091390252113,0.06888166069984436,-0.4454951286315918,-0.9529508948326111,0.7123343348503113,-1.4717048406600952,-0.5863146781921387,0.0,0.0,0.0]","[-0.07070960849523544,-0.05347011610865593,-0.3676885962486267,0.4727597236633301,0.05518113821744919,0.05538207292556763,0.013156423345208168,-0.42150646448135376,-0.8870749473571777,0.5627595782279968,-1.5013303756713867,-0.5732259154319763]"
1777016363.883842,198,"[-0.037792354822158813,-0.31313031911849976,-0.40717509388923645,0.02995418570935726,0.048688456416130066,-0.9983647465705872,-0.012952994555234909,-0.019092101603746414,0.1331131011247635,0.08775932341814041,-0.07441053539514542,-0.01976349949836731,0.0043740966357290745,-0.012932022102177143,-0.1297629475593567,0.06306634098291397,0.06682104617357254,-0.09586697071790695,-0.03908438980579376,-0.011458168737590313,-1.464494228363037,0.7485421895980835,0.948596715927124,0.46088308095932007,-0.01435648649930954,-1.2078524827957153,-1.0519121885299683,0.1562422662973404,-0.031328242272138596,-0.20050638914108276,-0.07070960849523544,-0.05347011610865593,-0.3676885962486267,0.4727597236633301,0.05518113821744919,0.05538207292556763,0.013156423345208168,-0.42150646448135376,-0.8870749473571777,0.5627595782279968,-1.5013303756713867,-0.5732259154319763,0.0,0.0,0.0]","[-0.10573803633451462,-0.08948586881160736,-0.38263365626335144,0.5096385478973389,0.21528278291225433,0.07191089540719986,-0.05164681375026703,-0.3920377492904663,-0.7884753346443176,0.3801475167274475,-1.5058047771453857,-0.5359377264976501]"
1777016363.903939,199,"[-0.0039018660318106413,-0.28071704506874084,-0.4733918309211731,0.02355526201426983,0.04931214079260826,-0.9985055923461914,-0.01576145924627781,-0.019951486960053444,0.10008877515792847,0.10353852063417435,-0.04029800742864609,-0.009864327497780323,0.0009529710514470935,-0.0351468063890934,-0.14791223406791687,0.05931241437792778,0.06544756889343262,-0.10084445029497147,-0.14471925795078278,-0.05243106931447983,-1.6790332794189453,0.792946994304657,1.8077889680862427,0.49176764488220215,-0.18496155738830566,-1.0798801183700562,-0.8812428116798401,-0.24875855445861816,-0.05991598963737488,-0.27375009655952454,-0.10573803633451462,-0.08948586881160736,-0.38263365626335144,0.5096385478973389,0.21528278291225433,0.07191089540719986,-0.05164681375026703,-0.3920377492904663,-0.7884753346443176,0.3801475167274475,-1.5058047771453857,-0.5359377264976501,0.0,0.0,0.0]","[-0.13448503613471985,-0.12609374523162842,-0.346425861120224,0.5379655361175537,0.3672000467777252,0.0724545419216156,-0.09313186258077621,-0.363375723361969,-0.7242656946182251,0.18690751492977142,-1.462348222732544,-0.4727627635002136]"
1777016363.923998,200,"[-0.0873970165848732,-0.038895975798368454,-0.03803914785385132,0.018873998895287514,0.04959415644407272,-0.9985911250114441,-0.019832486286759377,-0.0208603423088789,0.07286801189184189,0.10176882892847061,0.023698898032307625,-0.008188698440790176,-0.006655967328697443,-0.05668892711400986,-0.1605103313922882,0.04804385453462601,0.060441140085458755,-0.10979105532169342,-0.21392735838890076,-0.024725070223212242,-1.1824787855148315,-0.4300985634326935,3.538963794708252,-0.05075881630182266,-0.4097125232219696,-1.1187591552734375,-0.540654718875885,-0.5919404029846191,-0.3412171006202698,-0.5234595537185669,-0.13448503613471985,-0.12609374523162842,-0.346425861120224,0.5379655361175537,0.3672000467777252,0.0724545419216156,-0.09313186258077621,-0.363375723361969,-0.7242656946182251,0.18690751492977142,-1.462348222732544,-0.4727627635002136,0.0,0.0,0.0]","[-0.14802482724189758,-0.149858757853508,-0.28785762190818787,0.5959492325782776,0.42233341932296753,0.09227431565523148,-0.030483001843094826,-0.25266265869140625,-0.6784070134162903,-0.06160241365432739,-1.4019123315811157,-0.3537151515483856]"
1777016363.944243,201,"[-0.00042668767855502665,0.16208383440971375,-0.050275929272174835,0.02106516994535923,0.050532884895801544,-0.9985002279281616,-0.025661008432507515,-0.023302659392356873,0.059784792363643646,0.08802486211061478,0.04867556691169739,-0.01336172316223383,-0.01101417001336813,-0.07675632834434509,-0.1632455587387085,0.031037164852023125,0.042833976447582245,-0.11787199974060059,-0.3432435095310211,-0.13459967076778412,-0.653850793838501,-0.4071836471557617,1.488295316696167,-0.07111792266368866,-0.17093414068222046,-0.9148585796356201,-0.09079986810684204,-0.9274985790252686,-0.8830523490905762,-0.3374073803424835,-0.14802482724189758,-0.149858757853508,-0.28785762190818787,0.5959492325782776,0.42233341932296753,0.09227431565523148,-0.030483001843094826,-0.25266265869140625,-0.6784070134162903,-0.06160241365432739,-1.4019123315811157,-0.3537151515483856,0.0,0.0,0.0]","[-0.14881595969200134,-0.1685408502817154,-0.13867199420928955,0.6305207014083862,0.5760373473167419,0.1520976573228836,-0.005014430731534958,-0.17922881245613098,-0.5091096758842468,-0.390425443649292,-1.366855502128601,-0.20345456898212433]"
1777016363.963989,202,"[0.11821459978818893,0.16880609095096588,-0.16776268184185028,0.024678125977516174,0.04930483549833298,-0.9984788298606873,-0.03388337790966034,-0.02787226065993309,0.054611362516880035,0.08380355685949326,0.04875750094652176,-0.005662227980792522,-0.011945601552724838,-0.08945988863706589,-0.15918144583702087,0.003162947716191411,0.01651236042380333,-0.11858319491147995,-0.38235005736351013,-0.2608015537261963,-0.18499299883842468,-0.2202465534210205,-0.39948180317878723,0.40751010179519653,-0.03827713429927826,-0.5633169412612915,0.26410818099975586,-1.4718765020370483,-1.4106454849243164,-0.00772763229906559,-0.14881595969200134,-0.1685408502817154,-0.13867199420928955,0.6305207014083862,0.5760373473167419,0.1520976573228836,-0.005014430731534958,-0.17922881245613098,-0.5091096758842468,-0.390425443649292,-1.366855502128601,-0.20345456898212433,0.0,0.0,0.0]","[-0.13495761156082153,-0.17566683888435364,0.0369897335767746,0.631006121635437,0.8168336749076843,0.21117283403873444,-0.036096543073654175,-0.16821615397930145,-0.2805286645889282,-0.6682630181312561,-1.3789795637130737,-0.12568114697933197]"
1777016363.983912,203,"[0.23498401045799255,0.3120373487472534,-0.235459566116333,0.029781252145767212,0.04579426348209381,-0.9985068440437317,-0.03752962127327919,-0.03634270653128624,0.05619819089770317,0.08299767971038818,0.04470314458012581,0.0050530522130429745,-0.013090994209051132,-0.09395729750394821,-0.14656272530555725,-0.03722287341952324,-0.021735528483986855,-0.1127324253320694,-0.13420365750789642,-0.4614502787590027,0.1216687262058258,-0.037094756960868835,-0.30002129077911377,0.5285060405731201,-0.05695237219333649,-0.15456649661064148,0.7070437669754028,-2.102200508117676,-2.031156539916992,0.33954429626464844,-0.13495761156082153,-0.17566683888435364,0.0369897335767746,0.631006121635437,0.8168336749076843,0.21117283403873444,-0.036096543073654175,-0.16821615397930145,-0.2805286645889282,-0.6682630181312561,-1.3789795637130737,-0.12568114697933197,0.0,0.0,0.0]","[-0.11413543671369553,-0.16806869208812714,0.23249080777168274,0.571635365486145,1.1261827945709229,0.18919378519058228,-0.05798863619565964,-0.17916256189346313,-0.20319999754428864,-0.96684730052948,-1.4330190420150757,-0.11497026681900024]"
1777016364.004037,204,"[0.22968558967113495,0.18930193781852722,-0.34932971000671387,0.03469083458185196,0.041011158376932144,-0.9985562562942505,-0.0387059710919857,-0.0460037887096405,0.06229820102453232,0.08365003019571304,0.040659453719854355,0.015613991767168045,-0.013965575024485588,-0.09471005201339722,-0.12822972238063812,-0.08979527652263641,-0.07450905442237854,-0.10513290017843246,-0.04545406997203827,-0.47982579469680786,0.33798831701278687,0.012014368548989296,-0.42942148447036743,0.4961457848548889,-0.037620916962623596,-0.027792230248451233,0.9319716691970825,-2.699169158935547,-2.792008876800537,0.3617408275604248,-0.11413543671369553,-0.16806869208812714,0.23249080777168274,0.571635365486145,1.1261827945709229,0.18919378519058228,-0.05798863619565964,-0.17916256189346313,-0.20319999754428864,-0.96684730052948,-1.4330190420150757,-0.11497026681900024,0.0,0.0,0.0]","[-0.08825600147247314,-0.13740316033363342,0.4328876733779907,0.49252209067344666,1.4039877653121948,0.1540236473083496,-0.12554867565631866,-0.15060579776763916,-0.009776115417480469,-1.120384693145752,-1.3843327760696411,-0.10494022071361542]"
1777016364.024407,205,"[0.16809478402137756,-0.0004480868810787797,-0.40178555250167847,0.035827409476041794,0.03740784898400307,-0.9986576437950134,-0.03892571106553078,-0.05433337017893791,0.07197766751050949,0.08329815417528152,0.03300536423921585,0.01984846591949463,-0.017615290358662605,-0.09478170424699783,-0.10847300291061401,-0.14974234998226166,-0.14434269070625305,-0.09909673780202866,-0.007464040070772171,-0.4039330780506134,0.5123224258422852,-0.024285312741994858,-0.3208010196685791,0.15036624670028687,-0.20280176401138306,-0.001387951197102666,0.9856661558151245,-3.018132448196411,-3.627131223678589,0.2925410270690918,-0.08825600147247314,-0.13740316033363342,0.4328876733779907,0.49252209067344666,1.4039877653121948,0.1540236473083496,-0.12554867565631866,-0.15060579776763916,-0.009776115417480469,-1.120384693145752,-1.3843327760696411,-0.10494022071361542,0.0,0.0,0.0]","[-0.06655563414096832,-0.08471651375293732,0.5873236060142517,0.41180136799812317,1.6201895475387573,0.14598362147808075,-0.1589415967464447,-0.06497372686862946,0.3531641960144043,-1.0924032926559448,-0.9490134716033936,-0.062494125217199326]"
1777016364.044413,206,"[0.10534215718507767,-0.00867332424968481,-0.3613884747028351,0.035036683082580566,0.0350651890039444,-0.9987706542015076,-0.038555849343538284,-0.06066383421421051,0.08148913830518723,0.08079793304204941,0.028634261339902878,0.019962845370173454,-0.022516675293445587,-0.0933845266699791,-0.08772202581167221,-0.2066701501607895,-0.19508947432041168,-0.09168202430009842,0.023299746215343475,-0.31085747480392456,0.4627504348754883,-0.151062473654747,-0.22531461715698242,-0.009533707052469254,-0.25172102451324463,0.10205130279064178,1.0477039813995361,-2.7396092414855957,-1.636839747428894,0.4007638096809387,-0.06655563414096832,-0.08471651375293732,0.5873236060142517,0.41180136799812317,1.6201895475387573,0.14598362147808075,-0.1589415967464447,-0.06497372686862946,0.3531641960144043,-1.0924032926559448,-0.9490134716033936,-0.062494125217199326,0.0,0.0,0.0]","[-0.04540169611573219,-0.04317467287182808,0.6964274644851685,0.3498046398162842,1.7090117931365967,0.13899849355220795,-0.13460662961006165,0.07109023630619049,0.6748796105384827,-0.9720267057418823,-0.6271728277206421,-0.01563272997736931]"
1777016364.064150,207,"[0.02712787128984928,0.03161487355828285,-0.19572018086910248,0.035168375819921494,0.03413912653923035,-0.998798131942749,-0.03591207414865494,-0.06546664983034134,0.08929023146629333,0.07544044405221939,0.023574769496917725,0.018626190721988678,-0.025772955268621445,-0.08450891077518463,-0.061101846396923065,-0.24860617518424988,-0.19154489040374756,-0.07993500679731369,0.1478099822998047,-0.22647269070148468,0.3841780424118042,-0.29130125045776367,-0.26421549916267395,-0.07254224270582199,-0.1517217606306076,0.5240775346755981,1.396357536315918,-1.9508287906646729,0.26829588413238525,0.610021710395813,-0.04540169611573219,-0.04317467287182808,0.6964274644851685,0.3498046398162842,1.7090117931365967,0.13899849355220795,-0.13460662961006165,0.07109023630619049,0.6748796105384827,-0.9720267057418823,-0.6271728277206421,-0.01563272997736931,0.0,0.0,0.0]","[-0.030797308310866356,-0.007488973438739777,0.7502557039260864,0.29843318462371826,1.7043029069900513,0.1637822389602661,-0.05625367909669876,0.18923646211624146,0.9019058346748352,-0.7606675028800964,-0.42869114875793457,0.022113557904958725]"
1777016364.084087,208,"[-0.02832736261188984,0.0564894862473011,-0.0003215816104784608,0.03606637194752693,0.03437129035592079,-0.9987581372261047,-0.031005732715129852,-0.06821393221616745,0.09610939025878906,0.06767618656158447,0.017030823975801468,0.018176600337028503,-0.026519572362303734,-0.06470129638910294,-0.026154501363635063,-0.2714468836784363,-0.1846863031387329,-0.06527671962976456,0.25581374764442444,-0.12300312519073486,0.3421957194805145,-0.40826281905174255,-0.3438107371330261,-0.016574636101722717,-0.02566014975309372,1.087085247039795,1.8140878677368164,-0.9767165780067444,0.3203966021537781,0.7433152198791504,-0.030797308310866356,-0.007488973438739777,0.7502557039260864,0.29843318462371826,1.7043029069900513,0.1637822389602661,-0.05625367909669876,0.18923646211624146,0.9019058346748352,-0.7606675028800964,-0.42869114875793457,0.022113557904958725,0.0,0.0,0.0]","[-0.01769951358437538,0.036603983491659164,0.7754390239715576,0.25832438468933105,1.6640053987503052,0.24205276370048523,0.029752178117632866,0.24263152480125427,1.023800253868103,-0.48830491304397583,-0.29878637194633484,0.01960502192378044]"
1777016364.104041,209,"[-0.07115083187818527,0.030095968395471573,0.1988116055727005,0.03702607750892639,0.035400740802288055,-0.9986870884895325,-0.02461799420416355,-0.06904111802577972,0.10317576676607132,0.057737015187740326,0.008283421397209167,0.020034397020936012,-0.02604571171104908,-0.03511969745159149,0.01517669577151537,-0.2744395434856415,-0.18010678887367249,-0.05119932442903519,0.3233029544353485,-0.030032288283109665,0.3669469952583313,-0.5168513655662537,-0.46079227328300476,0.10554327815771103,0.025450434535741806,1.5462350845336914,2.1077823638916016,-0.011735163629055023,0.2074185460805893,0.685194730758667,-0.01769951358437538,0.036603983491659164,0.7754390239715576,0.25832438468933105,1.6640053987503052,0.24205276370048523,0.029752178117632866,0.24263152480125427,1.023800253868103,-0.48830491304397583,-0.29878637194633484,0.01960502192378044,0.0,0.0,0.0]","[-0.008269015699625015,0.09009944647550583,0.777962863445282,0.2304692566394806,1.537933111190796,0.32455289363861084,0.10552335530519485,0.2500050365924835,1.0409387350082397,-0.19293467700481415,-0.21698497235774994,-0.010244064033031464]"
1777016364.124346,210,"[-0.09996267408132553,-0.06718235462903976,0.31390997767448425,0.03667427971959114,0.03701584041118622,-0.9986414909362793,-0.017451338469982147,-0.06916502863168716,0.11218717694282532,0.04590229690074921,-0.003928035963326693,0.027388975024223328,-0.021042391657829285,-0.0009136856533586979,0.05872688814997673,-0.25825414061546326,-0.17298655211925507,-0.041275475174188614,0.34697622060775757,-0.004947752691805363,0.47548961639404297,-0.6078658103942871,-0.6471133232116699,0.41114336252212524,0.2805630564689636,1.726006269454956,2.1762640476226807,0.9611799716949463,0.3862631022930145,0.45705491304397583,-0.008269015699625015,0.09009944647550583,0.777962863445282,0.2304692566394806,1.537933111190796,0.32455289363861084,0.10552335530519485,0.2500050365924835,1.0409387350082397,-0.19293467700481415,-0.21698497235774994,-0.010244064033031464,0.0,0.0,0.0]","[-0.004976361989974976,0.14872990548610687,0.7530381083488464,0.20700465142726898,1.3526713848114014,0.35680004954338074,0.1495591402053833,0.21368950605392456,1.0039362907409668,0.10884146392345428,-0.2052067518234253,-0.03607219085097313]"
1777016364.143914,211,"[-0.12106858193874359,-0.18515528738498688,0.36846011877059937,0.034114982932806015,0.039031099528074265,-0.9986554384231567,-0.012280944734811783,-0.06910146772861481,0.12387237697839737,0.032662082463502884,-0.021262507885694504,0.03933444246649742,-0.011640227399766445,0.03160366415977478,0.10007535666227341,-0.22261887788772583,-0.1635769009590149,-0.03625199943780899,0.22696469724178314,0.0039190733805298805,0.6099835634231567,-0.6751788854598999,-0.9182174801826477,0.6116127967834473,0.4934764504432678,1.5851991176605225,2.034306049346924,1.921138048171997,0.47519510984420776,0.21531906723976135,-0.004976361989974976,0.14872990548610687,0.7530381083488464,0.20700465142726898,1.3526713848114014,0.35680004954338074,0.1495591402053833,0.21368950605392456,1.0039362907409668,0.10884146392345428,-0.2052067518234253,-0.03607219085097313,0.0,0.0,0.0]","[0.003858286887407303,0.20700976252555847,0.7003358602523804,0.1738594025373459,1.1357492208480835,0.330500066280365,0.16521142423152924,0.13591505587100983,0.9073765873908997,0.3853434920310974,-0.3204977512359619,-0.08647020906209946]"
1777016364.164055,212,"[-0.07995917648077011,0.025633038952946663,0.23743873834609985,0.03108522854745388,0.04125451669096947,-0.9986649751663208,-0.008562199771404266,-0.06569226831197739,0.13483288884162903,0.020920269191265106,-0.03603743016719818,0.052024196833372116,-0.0007046603132039309,0.05782708898186684,0.12789501249790192,-0.19042977690696716,-0.14363248646259308,-0.03448271006345749,0.2034156620502472,0.20829033851623535,0.4286675453186035,-0.5345326662063599,-0.920840859413147,0.6076918840408325,0.5245630741119385,1.2821158170700073,1.024856448173523,1.031574010848999,1.5291094779968262,0.09588873386383057,0.003858286887407303,0.20700976252555847,0.7003358602523804,0.1738594025373459,1.1357492208480835,0.330500066280365,0.16521142423152924,0.13591505587100983,0.9073765873908997,0.3853434920310974,-0.3204977512359619,-0.08647020906209946,0.0,0.0,0.0]","[0.010281719267368317,0.25714749097824097,0.6890261769294739,0.12504610419273376,1.0754039287567139,0.27790793776512146,0.17495733499526978,0.028506997972726822,0.8353380560874939,0.6200301647186279,-0.36213067173957825,-0.10261740535497665]"
1777016364.183961,213,"[-0.009666107594966888,0.4951481819152832,0.21289001405239105,0.038980383425951004,0.041506268084049225,-0.9983775615692139,-0.005145612172782421,-0.05828960984945297,0.13641257584095,0.013982601463794708,-0.05180976539850235,0.05862949788570404,0.009487472474575043,0.07476388663053513,0.1307298094034195,-0.17640843987464905,-0.10602793842554092,-0.03303077444434166,0.17229831218719482,0.37744855880737305,0.039723627269268036,-0.314669132232666,-0.7350526452064514,0.2574453353881836,0.4623640775680542,0.7486792802810669,0.05464285612106323,0.8325709104537964,1.8593368530273438,0.09838568419218063,0.010281719267368317,0.25714749097824097,0.6890261769294739,0.12504610419273376,1.0754039287567139,0.27790793776512146,0.17495733499526978,0.028506997972726822,0.8353380560874939,0.6200301647186279,-0.36213067173957825,-0.10261740535497665,0.0,0.0,0.0]","[0.017994165420532227,0.25235316157341003,0.6881959438323975,0.11922383308410645,1.130452275276184,0.09803036600351334,0.21036776900291443,-0.0499425083398819,0.3335040211677551,0.6992330551147461,-0.4467410743236542,-0.14394643902778625]"
1777016364.203956,214,"[-0.11471006274223328,0.5443137884140015,0.21648328006267548,0.050425343215465546,0.04274076223373413,-0.9978128671646118,-0.0008998374687507749,-0.05204765871167183,0.13699224591255188,0.008796216920018196,-0.05727042257785797,0.049830902367830276,0.013141567818820477,0.08151216059923172,0.11840300261974335,-0.15126563608646393,-0.05913427099585533,-0.029675953090190887,0.2121061384677887,0.28884002566337585,0.035870060324668884,-0.25508439540863037,-0.18245667219161987,-0.5549215078353882,0.13387730717658997,0.2438654899597168,-0.7346946001052856,1.3581178188323975,2.4492883682250977,0.15950807929039001,0.017994165420532227,0.25235316157341003,0.6881959438323975,0.11922383308410645,1.130452275276184,0.09803036600351334,0.21036776900291443,-0.0499425083398819,0.3335040211677551,0.6992330551147461,-0.4467410743236542,-0.14394643902778625,0.0,0.0,0.0]","[0.013442747294902802,0.20206592977046967,0.624221682548523,0.12431444227695465,0.9726242423057556,-0.07499109953641891,0.20311550796031952,-0.08703525364398956,-0.3016423285007477,0.7563340663909912,-0.9058495759963989,-0.2461307793855667]"
1777016364.224240,215,"[-0.15829333662986755,0.19306783378124237,0.15360690653324127,0.0576334223151207,0.04549428075551987,-0.9973006844520569,0.0004037719627376646,-0.04544595256447792,0.1433957815170288,0.003809573594480753,-0.05259261280298233,0.027749324217438698,0.013899045996367931,0.07989200204610825,0.09083099663257599,-0.11512192338705063,-0.007993565872311592,-0.03378710150718689,0.04771912842988968,0.338406503200531,0.38338369131088257,-0.25054794549942017,0.31229573488235474,-1.1673558950424194,0.032225389033555984,-0.14263761043548584,-1.4886243343353271,1.8811068534851074,2.534727096557617,-0.2799651622772217,0.013442747294902802,0.20206592977046967,0.624221682548523,0.12431444227695465,0.9726242423057556,-0.07499109953641891,0.20311550796031952,-0.08703525364398956,-0.3016423285007477,0.7563340663909912,-0.9058495759963989,-0.2461307793855667,0.0,0.0,0.0]","[-0.0008908435702323914,0.16791608929634094,0.5016373991966248,0.15728351473808289,0.5654498338699341,-0.1384153664112091,0.15145333111286163,-0.16248323023319244,-0.5901842713356018,0.8260552883148193,-1.20435631275177,-0.30166125297546387]"
